sales_id,customer_id,product_id,order_date_key,payment_method_id,store_id,location_id,order_status,quantity_sold,discount_applied
S1864,CUST1946,PROD115,D289,PM2,STORE3,LOC24,Returned,1,1.26
S1865,CUST1186,PROD106,D334,PM3,STORE7,LOC27,Returned,2,1.88
S1866,CUST1884,PROD118,D363,PM2,STORE9,LOC15,Completed,1,8.32
S1867,CUST1800,PROD156,D261,PM5,STORE27,LOC4,Pending,3,4.54
S1868,CUST1624,PROD194,D75,PM3,STORE17,LOC46,Returned,2,5.25
S1869,CUST1200,PROD144,D187,PM2,STORE10,LOC24,Returned,3,8.02
S1870,CUST1365,PROD136,D135,PM2,STORE4,LOC7,Pending,3,10.64
S1871,CUST1642,PROD178,D305,PM4,STORE30,LOC25,Pending,3,18.32
S1872,CUST1679,PROD120,D246,PM3,STORE9,LOC35,Completed,4,12.57
S1873,CUST1541,PROD197,D318,PM3,STORE5,LOC23,Completed,1,25.49
S1874,CUST1264,PROD118,D298,PM3,STORE26,LOC7,Pending,4,7.54
S1875,CUST1790,PROD131,D310,PM5,STORE9,LOC29,Completed,2,20.95
S1876,CUST1394,PROD110,D248,PM3,STORE3,LOC47,Returned,2,18.58
S1877,CUST1866,PROD165,D88,PM2,STORE15,LOC5,Pending,4,6.6
S1878,CUST1469,PROD163,D107,PM5,STORE8,LOC45,Completed,1,18.98
S1879,CUST1524,PROD149,D148,PM1,STORE30,LOC22,Pending,1,23.56
S1880,CUST1202,PROD196,D270,PM3,STORE16,LOC20,Cancelled,2,4.65
S1881,CUST1342,PROD183,D260,PM1,STORE26,LOC16,Returned,2,18.63
S1882,CUST1446,PROD160,D37,PM5,STORE16,LOC29,Pending,4,9.83
S1883,CUST1269,PROD161,D303,PM2,STORE4,LOC25,Cancelled,3,11.38
S1884,CUST1984,PROD141,D72,PM2,STORE15,LOC48,Returned,4,0.09
S1885,CUST1972,PROD139,D328,PM2,STORE27,LOC45,Returned,1,26.54
S1886,CUST1211,PROD155,D208,PM3,STORE17,LOC1,Pending,1,12.03
S1887,CUST1451,PROD128,D160,PM1,STORE3,LOC39,Returned,1,13.51
S1888,CUST1258,PROD189,D152,PM4,STORE7,LOC3,Pending,1,2.74
S1889,CUST1776,PROD173,D319,PM4,STORE17,LOC4,Pending,4,20.49
S1890,CUST1318,PROD101,D192,PM4,STORE19,LOC2,Completed,1,20.03
S1891,CUST1053,PROD125,D174,PM4,STORE9,LOC49,Pending,3,14.15
S1892,CUST1012,PROD163,D213,PM4,STORE5,LOC43,Cancelled,4,3.13
S1893,CUST1472,PROD184,D55,PM3,STORE4,LOC37,Returned,3,7.15
S1894,CUST1707,PROD104,D149,PM2,STORE6,LOC40,Completed,2,13.35
S1895,CUST1818,PROD117,D110,PM1,STORE19,LOC44,Cancelled,4,24.47
S1896,CUST1100,PROD130,D86,PM2,STORE9,LOC47,Pending,4,5.2
S1897,CUST1303,PROD189,D17,PM5,STORE11,LOC26,Returned,3,27.32
S1898,CUST1952,PROD194,D250,PM3,STORE10,LOC35,Completed,4,6.55
S1899,CUST1965,PROD111,D136,PM4,STORE24,LOC21,Returned,3,24.88
S1900,CUST1027,PROD190,D93,PM4,STORE16,LOC30,Returned,3,3.81
S1901,CUST1218,PROD100,D197,PM5,STORE25,LOC3,Returned,3,5.74
S1902,CUST1096,PROD166,D275,PM5,STORE12,LOC3,Completed,1,2.68
S1903,CUST1920,PROD110,D65,PM4,STORE9,LOC39,Returned,2,28.92
S1904,CUST1586,PROD192,D66,PM4,STORE3,LOC29,Returned,2,26.02
S1905,CUST1739,PROD103,D209,PM1,STORE16,LOC38,Completed,4,5.16
S1906,CUST1089,PROD167,D340,PM4,STORE5,LOC39,Returned,2,29.07
S1907,CUST1238,PROD123,D289,PM4,STORE14,LOC28,Returned,2,8.7
S1908,CUST1473,PROD150,D287,PM5,STORE6,LOC19,Pending,3,19.06
S1909,CUST1343,PROD141,D191,PM1,STORE30,LOC36,Returned,3,7.36
S1910,CUST1320,PROD186,D14,PM4,STORE4,LOC7,Pending,4,16.52
S1911,CUST1780,PROD108,D158,PM5,STORE13,LOC8,Completed,1,5.6
S1912,CUST1066,PROD171,D203,PM1,STORE1,LOC45,Cancelled,2,13.4
S1913,CUST1525,PROD190,D347,PM4,STORE20,LOC20,Completed,3,17.19
S1914,CUST1590,PROD161,D177,PM3,STORE4,LOC27,Returned,2,26.95
S1915,CUST1806,PROD108,D208,PM5,STORE4,LOC5,Pending,3,24.44
S1916,CUST1304,PROD195,D150,PM1,STORE18,LOC35,Completed,1,14.46
S1917,CUST1164,PROD105,D69,PM1,STORE19,LOC17,Pending,1,12.46
S1918,CUST1034,PROD149,D239,PM3,STORE21,LOC22,Pending,3,4.23
S1919,CUST1555,PROD122,D232,PM1,STORE7,LOC44,Pending,2,19.6
S1920,CUST1960,PROD112,D93,PM4,STORE6,LOC2,Cancelled,1,29.38
S1921,CUST1443,PROD158,D140,PM4,STORE6,LOC25,Cancelled,4,25.58
S1922,CUST1555,PROD103,D165,PM5,STORE23,LOC35,Pending,1,9.32
S1923,CUST1258,PROD117,D298,PM1,STORE14,LOC12,Completed,1,21.54
S1924,CUST1428,PROD182,D298,PM3,STORE4,LOC30,Returned,1,7.08
S1925,CUST1203,PROD189,D9,PM1,STORE19,LOC37,Cancelled,2,14.92
S1926,CUST1842,PROD183,D263,PM3,STORE9,LOC39,Completed,4,14.64
S1927,CUST1957,PROD116,D321,PM2,STORE9,LOC34,Cancelled,4,1.33
S1928,CUST1721,PROD190,D246,PM1,STORE8,LOC39,Returned,2,15.53
S1929,CUST1804,PROD185,D179,PM2,STORE27,LOC10,Completed,2,2.61
S1930,CUST1631,PROD164,D219,PM2,STORE28,LOC30,Cancelled,3,4.81
S1931,CUST1644,PROD152,D128,PM3,STORE5,LOC11,Returned,2,22.5
S1932,CUST1635,PROD116,D225,PM5,STORE7,LOC34,Pending,2,5.67
S1933,CUST1189,PROD186,D9,PM1,STORE24,LOC2,Completed,1,3.94
S1934,CUST1158,PROD105,D58,PM3,STORE29,LOC16,Pending,3,28.33
S1935,CUST1490,PROD116,D183,PM1,STORE1,LOC8,Completed,1,20.37
S1936,CUST1088,PROD147,D157,PM3,STORE4,LOC44,Pending,3,3.41
S1937,CUST1724,PROD164,D77,PM4,STORE10,LOC21,Cancelled,3,5.17
S1938,CUST1977,PROD178,D351,PM2,STORE14,LOC1,Returned,2,24.34
S1939,CUST1478,PROD197,D291,PM2,STORE15,LOC44,Returned,3,4.86
S1940,CUST1502,PROD135,D328,PM1,STORE24,LOC7,Completed,4,20.78
S1941,CUST1695,PROD177,D68,PM2,STORE30,LOC44,Cancelled,4,1.15
S1942,CUST1279,PROD128,D177,PM5,STORE24,LOC14,Pending,2,18.92
S1943,CUST1990,PROD193,D44,PM4,STORE12,LOC5,Returned,3,3.54
S1944,CUST1513,PROD192,D294,PM1,STORE26,LOC24,Cancelled,2,11.19
S1945,CUST1585,PROD128,D75,PM1,STORE23,LOC22,Completed,1,19.72
S1946,CUST1167,PROD197,D201,PM3,STORE5,LOC45,Pending,3,22.52
S1947,CUST1083,PROD191,D331,PM2,STORE13,LOC8,Pending,3,11.34
S1948,CUST1738,PROD123,D2,PM2,STORE16,LOC49,Completed,3,16.57
S1949,CUST1396,PROD176,D69,PM5,STORE2,LOC13,Cancelled,3,24.51
S1950,CUST1209,PROD144,D253,PM3,STORE18,LOC24,Completed,1,2.64
S1951,CUST1203,PROD159,D163,PM4,STORE12,LOC3,Pending,4,16.18
S1952,CUST1381,PROD155,D306,PM3,STORE1,LOC39,Returned,1,3.1
S1953,CUST1533,PROD118,D335,PM1,STORE24,LOC3,Cancelled,4,19.54
S1954,CUST1651,PROD155,D355,PM4,STORE6,LOC37,Cancelled,4,19.37
S1955,CUST1798,PROD138,D46,PM4,STORE20,LOC15,Pending,2,0.69
S1956,CUST1636,PROD136,D334,PM1,STORE19,LOC39,Cancelled,1,14.24
S1957,CUST1227,PROD168,D50,PM4,STORE22,LOC20,Cancelled,2,8.08
S1958,CUST1622,PROD175,D12,PM4,STORE18,LOC45,Completed,3,29.08
S1959,CUST1961,PROD170,D45,PM4,STORE7,LOC11,Completed,1,15.63
S1960,CUST1734,PROD122,D32,PM4,STORE12,LOC34,Cancelled,4,9.62
S1961,CUST1857,PROD154,D187,PM1,STORE6,LOC21,Cancelled,2,26.69
S1962,CUST1680,PROD132,D148,PM5,STORE15,LOC21,Returned,1,21.89
S1963,CUST1634,PROD194,D248,PM4,STORE14,LOC40,Returned,4,14.13
S1964,CUST1232,PROD138,D89,PM1,STORE24,LOC45,Completed,1,5.74
S1965,CUST1429,PROD167,D204,PM4,STORE13,LOC13,Returned,2,1.09
S1966,CUST1768,PROD101,D203,PM3,STORE14,LOC40,Completed,2,1.15
S1967,CUST1943,PROD184,D109,PM1,STORE21,LOC41,Cancelled,2,8.62
S1968,CUST1093,PROD166,D131,PM3,STORE28,LOC45,Pending,2,17.31
S1969,CUST1725,PROD118,D62,PM1,STORE4,LOC2,Pending,3,15.06
S1970,CUST1319,PROD100,D56,PM3,STORE1,LOC2,Returned,2,6.93
S1971,CUST1050,PROD123,D117,PM1,STORE9,LOC23,Returned,3,3.32
S1972,CUST1416,PROD131,D213,PM1,STORE15,LOC27,Returned,2,12.47
S1973,CUST1027,PROD158,D53,PM1,STORE27,LOC18,Returned,3,21.29
S1974,CUST1706,PROD190,D154,PM2,STORE5,LOC24,Pending,4,7.3
S1975,CUST1778,PROD145,D180,PM3,STORE15,LOC6,Pending,2,7.94
S1976,CUST1427,PROD102,D349,PM2,STORE30,LOC23,Completed,1,26.09
S1977,CUST1018,PROD188,D21,PM1,STORE29,LOC24,Returned,3,29.86
S1978,CUST1992,PROD105,D69,PM4,STORE16,LOC31,Cancelled,2,9.4
S1979,CUST1943,PROD133,D193,PM1,STORE14,LOC42,Returned,3,22.36
S1980,CUST1937,PROD146,D204,PM4,STORE11,LOC19,Completed,4,1.96
S1981,CUST1643,PROD101,D222,PM5,STORE20,LOC8,Completed,3,18.12
S1982,CUST1808,PROD181,D282,PM4,STORE27,LOC30,Returned,4,7.46
S1983,CUST1167,PROD189,D24,PM4,STORE17,LOC23,Returned,4,19.25
S1984,CUST1702,PROD151,D134,PM3,STORE25,LOC44,Returned,4,19.86
S1985,CUST1917,PROD179,D130,PM5,STORE26,LOC15,Returned,4,21.68
S1986,CUST1075,PROD188,D260,PM4,STORE20,LOC42,Pending,4,2.89
S1987,CUST1427,PROD139,D129,PM5,STORE15,LOC49,Returned,4,17.74
S1988,CUST1668,PROD154,D297,PM1,STORE12,LOC1,Returned,3,21.43
S1989,CUST1802,PROD167,D150,PM2,STORE4,LOC34,Pending,4,23.03
S1990,CUST1936,PROD177,D69,PM4,STORE18,LOC27,Pending,3,13.54
S1991,CUST1922,PROD103,D285,PM3,STORE3,LOC36,Cancelled,2,11.66
S1992,CUST1568,PROD102,D285,PM4,STORE28,LOC14,Pending,3,19.35
S1993,CUST1765,PROD156,D223,PM3,STORE29,LOC27,Returned,3,13.93
S1994,CUST1043,PROD138,D162,PM4,STORE13,LOC37,Completed,2,28.19
S1995,CUST1494,PROD168,D365,PM3,STORE21,LOC20,Cancelled,2,0.74
S1996,CUST1688,PROD165,D99,PM4,STORE14,LOC50,Completed,2,10.31
S1997,CUST1190,PROD150,D349,PM2,STORE25,LOC16,Returned,4,5.0
S1998,CUST1034,PROD166,D261,PM1,STORE20,LOC26,Pending,2,6.82
S1999,CUST1850,PROD117,D99,PM2,STORE18,LOC42,Pending,4,17.48
S2000,CUST1950,PROD166,D13,PM4,STORE5,LOC47,Cancelled,1,21.27
S2001,CUST1875,PROD102,D101,PM3,STORE9,LOC5,Completed,3,17.01
S2002,CUST1458,PROD124,D168,PM4,STORE15,LOC20,Cancelled,2,7.01
S2003,CUST1096,PROD158,D12,PM2,STORE8,LOC48,Completed,3,24.64
S2004,CUST1436,PROD171,D118,PM2,STORE20,LOC26,Cancelled,3,29.52
S2005,CUST1041,PROD195,D349,PM4,STORE1,LOC21,Returned,3,29.5
S2006,CUST1571,PROD190,D279,PM5,STORE23,LOC48,Returned,2,16.38
S2007,CUST1308,PROD105,D1,PM1,STORE11,LOC50,Cancelled,3,21.27
S2008,CUST1787,PROD126,D60,PM4,STORE7,LOC48,Returned,4,9.62
S2009,CUST1732,PROD103,D65,PM5,STORE4,LOC47,Completed,4,25.09
S2010,CUST1481,PROD109,D233,PM3,STORE21,LOC4,Completed,4,5.05
S2011,CUST1411,PROD163,D358,PM3,STORE5,LOC47,Completed,4,11.02
S2012,CUST1254,PROD119,D191,PM2,STORE4,LOC36,Pending,2,12.83
S2013,CUST1022,PROD116,D156,PM2,STORE25,LOC38,Cancelled,3,8.97
S2014,CUST1109,PROD176,D203,PM1,STORE12,LOC7,Pending,3,17.79
S2015,CUST1122,PROD171,D175,PM3,STORE25,LOC22,Cancelled,2,21.49
S2016,CUST1852,PROD198,D91,PM2,STORE28,LOC15,Cancelled,3,13.88
S2017,CUST1532,PROD191,D76,PM4,STORE6,LOC14,Cancelled,4,20.04
S2018,CUST1840,PROD129,D128,PM2,STORE27,LOC13,Cancelled,3,0.4
S2019,CUST1818,PROD158,D39,PM5,STORE26,LOC49,Pending,2,14.71
S2020,CUST1413,PROD138,D182,PM1,STORE8,LOC1,Returned,4,16.64
S2021,CUST1557,PROD144,D289,PM1,STORE18,LOC3,Returned,2,6.78
S2022,CUST1259,PROD162,D173,PM2,STORE9,LOC30,Returned,3,9.14
S2023,CUST1258,PROD108,D116,PM2,STORE20,LOC42,Pending,3,24.49
S2024,CUST1357,PROD118,D302,PM1,STORE20,LOC15,Pending,3,0.04
S2025,CUST1684,PROD119,D30,PM5,STORE11,LOC38,Cancelled,3,17.68
S2026,CUST1892,PROD171,D249,PM2,STORE18,LOC18,Cancelled,2,26.34
S2027,CUST1383,PROD115,D362,PM5,STORE12,LOC25,Pending,3,5.6
S2028,CUST1644,PROD120,D294,PM1,STORE21,LOC43,Pending,1,2.45
S2029,CUST1150,PROD129,D16,PM5,STORE20,LOC22,Pending,1,24.14
S2030,CUST1358,PROD152,D156,PM1,STORE30,LOC16,Cancelled,4,21.85
S2031,CUST1225,PROD100,D29,PM5,STORE14,LOC32,Returned,3,24.77
S2032,CUST1078,PROD128,D173,PM4,STORE8,LOC43,Pending,4,23.09
S2033,CUST1818,PROD130,D54,PM2,STORE30,LOC14,Pending,2,27.73
S2034,CUST1002,PROD197,D118,PM1,STORE9,LOC39,Completed,1,8.85
S2035,CUST1552,PROD130,D298,PM1,STORE13,LOC49,Cancelled,1,8.68
S2036,CUST1946,PROD146,D353,PM4,STORE7,LOC26,Returned,2,20.83
S2037,CUST1107,PROD182,D221,PM2,STORE16,LOC16,Pending,3,15.82
S2038,CUST1353,PROD112,D303,PM5,STORE10,LOC13,Cancelled,1,28.48
S2039,CUST1744,PROD187,D69,PM1,STORE16,LOC28,Completed,3,14.38
S2040,CUST1896,PROD193,D118,PM5,STORE3,LOC1,Cancelled,3,15.2
S2041,CUST1010,PROD162,D242,PM4,STORE13,LOC19,Pending,3,9.27
S2042,CUST1912,PROD198,D119,PM1,STORE23,LOC22,Cancelled,4,27.42
S2043,CUST1563,PROD112,D22,PM1,STORE2,LOC18,Returned,3,16.79
S2044,CUST1420,PROD102,D97,PM1,STORE24,LOC1,Pending,2,14.92
S2045,CUST1729,PROD139,D86,PM5,STORE30,LOC2,Cancelled,4,21.61
S2046,CUST1540,PROD163,D35,PM5,STORE8,LOC29,Returned,1,9.07
S2047,CUST1927,PROD139,D360,PM1,STORE9,LOC8,Pending,4,5.7
S2048,CUST1717,PROD110,D163,PM4,STORE27,LOC47,Pending,1,22.92
S2049,CUST1119,PROD179,D232,PM1,STORE4,LOC36,Returned,1,25.66
S2050,CUST1658,PROD117,D199,PM3,STORE12,LOC47,Pending,2,4.08
S2051,CUST1057,PROD184,D25,PM1,STORE8,LOC37,Pending,4,6.58
S2052,CUST1883,PROD131,D59,PM2,STORE4,LOC7,Cancelled,2,28.88
S2053,CUST1294,PROD154,D185,PM3,STORE25,LOC22,Cancelled,4,11.6
S2054,CUST1927,PROD128,D348,PM3,STORE13,LOC35,Completed,3,26.27
S2055,CUST1884,PROD134,D78,PM1,STORE15,LOC15,Pending,4,26.44
S2056,CUST1262,PROD173,D169,PM4,STORE23,LOC49,Completed,2,0.72
S2057,CUST1126,PROD128,D133,PM4,STORE20,LOC35,Returned,3,5.44
S2058,CUST1131,PROD159,D82,PM3,STORE24,LOC49,Cancelled,3,3.57
S2059,CUST1756,PROD197,D302,PM5,STORE9,LOC22,Cancelled,2,9.12
S2060,CUST1186,PROD108,D245,PM2,STORE8,LOC24,Completed,1,11.03
S2061,CUST1768,PROD146,D234,PM2,STORE28,LOC2,Returned,1,20.48
S2062,CUST1719,PROD141,D338,PM2,STORE28,LOC45,Cancelled,3,3.7
S2063,CUST1343,PROD120,D158,PM5,STORE28,LOC39,Returned,3,9.73
S2064,CUST1344,PROD118,D182,PM2,STORE15,LOC38,Cancelled,1,22.25
S2065,CUST1690,PROD165,D25,PM5,STORE11,LOC18,Completed,2,21.33
S2066,CUST1243,PROD166,D216,PM4,STORE3,LOC50,Cancelled,3,6.99
S2067,CUST1748,PROD101,D229,PM2,STORE23,LOC27,Returned,2,22.69
S2068,CUST1320,PROD117,D151,PM5,STORE8,LOC45,Cancelled,2,2.03
S2069,CUST1420,PROD147,D71,PM5,STORE7,LOC3,Cancelled,2,18.48
S2070,CUST1725,PROD126,D335,PM2,STORE27,LOC25,Pending,3,14.25
S2071,CUST1810,PROD148,D17,PM1,STORE27,LOC48,Completed,1,4.77
S2072,CUST1597,PROD121,D299,PM3,STORE27,LOC30,Pending,2,27.78
S2073,CUST1824,PROD113,D167,PM3,STORE16,LOC40,Cancelled,4,23.9
S2074,CUST1276,PROD180,D94,PM5,STORE10,LOC2,Completed,4,25.93
S2075,CUST1358,PROD188,D315,PM4,STORE15,LOC27,Completed,1,23.82
S2076,CUST1736,PROD150,D109,PM3,STORE20,LOC1,Completed,2,15.8
S2077,CUST1363,PROD100,D104,PM1,STORE10,LOC17,Returned,3,26.35
S2078,CUST1924,PROD130,D26,PM2,STORE23,LOC14,Returned,2,24.14
S2079,CUST1152,PROD122,D197,PM4,STORE1,LOC11,Pending,4,9.82
S2080,CUST1734,PROD125,D159,PM3,STORE16,LOC26,Completed,2,14.09
S2081,CUST1902,PROD127,D275,PM2,STORE19,LOC28,Pending,1,5.61
S2082,CUST1029,PROD158,D195,PM2,STORE17,LOC17,Cancelled,1,27.12
S2083,CUST1766,PROD179,D264,PM2,STORE11,LOC30,Pending,4,27.25
S2084,CUST1236,PROD123,D249,PM4,STORE13,LOC14,Cancelled,2,29.99
S2085,CUST1584,PROD146,D240,PM2,STORE16,LOC5,Completed,2,26.12
S2086,CUST1791,PROD109,D17,PM5,STORE28,LOC9,Completed,1,13.55
S2087,CUST1011,PROD196,D166,PM4,STORE26,LOC42,Cancelled,4,26.02
S2088,CUST1332,PROD175,D324,PM3,STORE28,LOC40,Pending,3,12.59
S2089,CUST1470,PROD115,D94,PM3,STORE7,LOC13,Returned,2,23.32
S2090,CUST1972,PROD118,D304,PM4,STORE18,LOC3,Cancelled,2,5.35
S2091,CUST1157,PROD172,D8,PM5,STORE18,LOC14,Completed,1,21.56
S2092,CUST1125,PROD158,D175,PM4,STORE27,LOC15,Cancelled,1,22.76
S2093,CUST1444,PROD165,D34,PM1,STORE17,LOC36,Cancelled,3,22.39
S2094,CUST1474,PROD192,D113,PM1,STORE18,LOC28,Returned,3,4.76
S2095,CUST1864,PROD110,D201,PM4,STORE19,LOC17,Completed,2,28.42
S2096,CUST1317,PROD168,D204,PM2,STORE6,LOC2,Cancelled,3,18.89
S2097,CUST1023,PROD169,D330,PM2,STORE19,LOC43,Cancelled,4,29.69
S2098,CUST1590,PROD197,D165,PM4,STORE10,LOC41,Pending,1,8.18
S2099,CUST1143,PROD185,D95,PM2,STORE29,LOC23,Completed,4,9.18
S2100,CUST1881,PROD163,D149,PM2,STORE10,LOC14,Pending,1,26.28
S2101,CUST1787,PROD170,D255,PM4,STORE21,LOC2,Pending,4,21.75
S2102,CUST1468,PROD196,D14,PM5,STORE17,LOC38,Cancelled,2,15.21
S2103,CUST1594,PROD189,D203,PM2,STORE22,LOC9,Pending,4,23.5
S2104,CUST1172,PROD181,D107,PM3,STORE27,LOC41,Returned,3,17.67
S2105,CUST1240,PROD128,D153,PM5,STORE19,LOC49,Returned,1,24.97
S2106,CUST1314,PROD123,D351,PM4,STORE12,LOC3,Completed,1,4.12
S2107,CUST1146,PROD110,D235,PM5,STORE22,LOC21,Pending,1,15.31
S2108,CUST1536,PROD147,D93,PM1,STORE17,LOC20,Returned,2,27.55
S2109,CUST1049,PROD150,D27,PM3,STORE9,LOC48,Returned,1,16.91
S2110,CUST1765,PROD179,D358,PM1,STORE20,LOC15,Cancelled,2,5.03
S2111,CUST1669,PROD165,D171,PM4,STORE18,LOC20,Completed,4,21.19
S2112,CUST1840,PROD142,D161,PM1,STORE10,LOC50,Completed,3,5.86
S2113,CUST1398,PROD119,D17,PM3,STORE5,LOC27,Cancelled,2,18.68
S2114,CUST1560,PROD166,D235,PM1,STORE4,LOC25,Pending,2,21.82
S2115,CUST1201,PROD194,D264,PM3,STORE4,LOC15,Completed,2,14.15
S2116,CUST1947,PROD198,D74,PM5,STORE23,LOC48,Cancelled,1,5.84
S2117,CUST1799,PROD136,D201,PM1,STORE5,LOC45,Completed,1,23.97
S2118,CUST1419,PROD184,D178,PM2,STORE16,LOC21,Completed,3,8.86
S2119,CUST1006,PROD196,D214,PM3,STORE9,LOC8,Cancelled,1,12.03
S2120,CUST1316,PROD110,D184,PM2,STORE18,LOC34,Pending,2,8.56
S2121,CUST1608,PROD101,D338,PM3,STORE22,LOC11,Returned,2,14.46
S2122,CUST1713,PROD171,D16,PM5,STORE14,LOC39,Returned,4,5.96
S2123,CUST1292,PROD172,D122,PM5,STORE15,LOC24,Completed,1,6.34
S2124,CUST1069,PROD136,D269,PM4,STORE21,LOC34,Returned,2,23.89
S2125,CUST1846,PROD196,D256,PM3,STORE20,LOC21,Completed,2,4.03
S2126,CUST1272,PROD194,D189,PM4,STORE5,LOC14,Pending,3,24.17
S2127,CUST1711,PROD113,D32,PM4,STORE11,LOC16,Returned,4,13.91
S2128,CUST1037,PROD151,D281,PM1,STORE20,LOC17,Completed,3,18.45
S2129,CUST1072,PROD125,D348,PM5,STORE5,LOC41,Cancelled,3,1.34
S2130,CUST1340,PROD108,D330,PM3,STORE18,LOC43,Cancelled,4,29.73
S2131,CUST1874,PROD126,D256,PM1,STORE15,LOC28,Pending,1,19.64
S2132,CUST1410,PROD191,D332,PM4,STORE18,LOC39,Pending,2,13.98
S2133,CUST1899,PROD167,D18,PM3,STORE3,LOC7,Cancelled,1,4.86
S2134,CUST1208,PROD143,D263,PM2,STORE14,LOC3,Returned,3,26.52
S2135,CUST1337,PROD195,D86,PM5,STORE8,LOC31,Pending,4,1.37
S2136,CUST1681,PROD162,D244,PM4,STORE22,LOC28,Pending,3,18.88
S2137,CUST1343,PROD151,D295,PM4,STORE27,LOC18,Cancelled,3,25.49
S2138,CUST1349,PROD142,D192,PM4,STORE24,LOC23,Returned,1,22.18
S2139,CUST1099,PROD172,D211,PM1,STORE19,LOC48,Returned,1,5.72
S2140,CUST1674,PROD188,D47,PM2,STORE26,LOC21,Completed,2,27.27
S2141,CUST1330,PROD181,D331,PM5,STORE17,LOC35,Cancelled,1,29.19
S2142,CUST1790,PROD197,D118,PM2,STORE17,LOC28,Returned,2,19.69
S2143,CUST1098,PROD127,D281,PM2,STORE26,LOC16,Returned,4,2.46
S2144,CUST1895,PROD111,D11,PM5,STORE7,LOC48,Returned,1,8.43
S2145,CUST1524,PROD189,D324,PM2,STORE12,LOC15,Cancelled,2,3.59
S2146,CUST1774,PROD151,D322,PM2,STORE13,LOC11,Cancelled,3,6.05
S2147,CUST1484,PROD149,D269,PM5,STORE9,LOC39,Pending,2,23.65
S2148,CUST1395,PROD153,D214,PM2,STORE12,LOC29,Pending,2,6.6
S2149,CUST1151,PROD180,D142,PM4,STORE9,LOC17,Returned,3,18.29
S2150,CUST1026,PROD138,D337,PM1,STORE2,LOC8,Cancelled,2,19.01
S2151,CUST1252,PROD128,D238,PM1,STORE27,LOC18,Cancelled,1,7.08
S2152,CUST1789,PROD132,D15,PM5,STORE20,LOC23,Cancelled,1,23.21
S2153,CUST1114,PROD154,D39,PM3,STORE8,LOC6,Cancelled,4,8.84
S2154,CUST1194,PROD105,D195,PM3,STORE17,LOC11,Returned,2,28.39
S2155,CUST1249,PROD160,D116,PM1,STORE8,LOC47,Cancelled,4,1.95
S2156,CUST1397,PROD106,D213,PM3,STORE12,LOC23,Cancelled,3,17.27
S2157,CUST1940,PROD125,D84,PM5,STORE28,LOC19,Cancelled,1,18.61
S2158,CUST1263,PROD157,D364,PM1,STORE13,LOC21,Pending,3,22.7
S2159,CUST1180,PROD144,D149,PM4,STORE24,LOC35,Pending,4,22.08
S2160,CUST1332,PROD107,D312,PM4,STORE12,LOC10,Cancelled,3,6.48
S2161,CUST1398,PROD158,D258,PM3,STORE13,LOC42,Completed,4,5.41
S2162,CUST1568,PROD143,D38,PM2,STORE26,LOC10,Completed,4,21.69
S2163,CUST1074,PROD198,D3,PM5,STORE21,LOC45,Returned,3,11.83
S2164,CUST1361,PROD196,D136,PM1,STORE17,LOC22,Cancelled,4,3.1
S2165,CUST1703,PROD160,D197,PM5,STORE29,LOC40,Completed,3,17.0
S2166,CUST1274,PROD161,D68,PM5,STORE14,LOC28,Pending,1,23.11
S2167,CUST1877,PROD118,D324,PM5,STORE20,LOC14,Completed,1,15.25
S2168,CUST1521,PROD150,D135,PM3,STORE5,LOC1,Completed,2,18.56
S2169,CUST1353,PROD159,D104,PM2,STORE13,LOC7,Completed,3,29.93
S2170,CUST1892,PROD194,D148,PM4,STORE5,LOC29,Pending,1,25.25
S2171,CUST1823,PROD100,D173,PM3,STORE18,LOC42,Cancelled,2,28.69
S2172,CUST1848,PROD142,D346,PM2,STORE7,LOC20,Cancelled,1,3.29
S2173,CUST1192,PROD136,D18,PM2,STORE13,LOC23,Pending,1,26.96
S2174,CUST1838,PROD111,D226,PM5,STORE24,LOC4,Pending,4,14.45
S2175,CUST1244,PROD154,D84,PM1,STORE21,LOC47,Completed,4,14.09
S2176,CUST1586,PROD172,D259,PM4,STORE16,LOC15,Pending,2,10.73
S2177,CUST1453,PROD128,D58,PM4,STORE30,LOC16,Pending,4,7.35
S2178,CUST1224,PROD117,D176,PM3,STORE7,LOC1,Completed,1,17.09
S2179,CUST1152,PROD164,D275,PM3,STORE29,LOC43,Cancelled,2,2.52
S2180,CUST1580,PROD121,D254,PM3,STORE30,LOC25,Cancelled,2,25.74
S2181,CUST1245,PROD151,D234,PM3,STORE14,LOC4,Completed,1,21.74
S2182,CUST1101,PROD168,D129,PM3,STORE8,LOC13,Pending,3,25.24
S2183,CUST1360,PROD154,D149,PM1,STORE22,LOC44,Completed,3,23.86
S2184,CUST1224,PROD160,D119,PM1,STORE20,LOC1,Cancelled,2,0.72
S2185,CUST1436,PROD189,D351,PM2,STORE29,LOC25,Cancelled,3,14.38
S2186,CUST1945,PROD151,D67,PM2,STORE4,LOC34,Returned,4,14.56
S2187,CUST1722,PROD163,D166,PM3,STORE29,LOC49,Completed,3,19.39
S2188,CUST1779,PROD132,D295,PM4,STORE12,LOC36,Pending,3,28.44
S2189,CUST1544,PROD144,D2,PM3,STORE22,LOC1,Returned,1,29.12
S2190,CUST1436,PROD194,D271,PM4,STORE17,LOC14,Pending,2,1.22
S2191,CUST1243,PROD194,D291,PM4,STORE15,LOC22,Completed,3,10.95
