transaction_id,product_id,warehouse_id,supplier_id,date_id,transaction_type,quantity
2589,29,20,6,68,ADJUSTMENT,135
2590,43,16,25,266,ADJUSTMENT,385
2591,100,10,6,159,ADJUSTMENT,489
2592,58,25,27,8,IN,387
2593,30,21,7,198,ADJUSTMENT,231
2594,41,14,28,161,OUT,359
2595,8,1,17,347,IN,135
2596,15,8,3,45,ADJUSTMENT,255
2597,91,5,4,142,ADJUSTMENT,388
2598,53,13,11,88,OUT,58
2599,87,1,7,290,OUT,495
2600,22,23,27,155,ADJUSTMENT,475
2601,65,21,29,328,ADJUSTMENT,454
2602,65,7,7,292,ADJUSTMENT,294
2603,61,7,12,85,OUT,87
2604,32,20,8,157,ADJUSTMENT,86
2605,55,1,23,342,ADJUSTMENT,339
2606,33,16,8,104,ADJUSTMENT,142
2607,7,5,16,77,IN,300
2608,11,24,4,315,ADJUSTMENT,351
2609,74,13,15,24,IN,441
2610,97,2,3,341,OUT,398
2611,82,20,19,126,OUT,450
2612,7,19,17,365,IN,92
2613,14,21,14,266,IN,101
2614,64,8,27,9,IN,329
2615,8,11,5,38,ADJUSTMENT,383
2616,51,3,28,162,ADJUSTMENT,389
2617,1,19,27,321,OUT,195
2618,96,8,19,326,OUT,324
2619,89,8,11,123,OUT,134
2620,29,19,3,353,OUT,339
2621,75,20,4,234,IN,101
2622,55,4,4,329,ADJUSTMENT,158
2623,46,4,26,246,IN,243
2624,6,25,17,137,OUT,160
2625,36,1,24,77,OUT,5
2626,94,14,1,39,OUT,411
2627,47,7,3,85,ADJUSTMENT,312
2628,92,16,17,123,IN,414
2629,78,19,12,350,OUT,120
2630,100,25,11,151,ADJUSTMENT,421
2631,45,12,16,38,ADJUSTMENT,312
2632,46,24,20,271,IN,311
2633,24,8,16,67,OUT,119
2634,39,5,2,216,IN,390
2635,73,12,5,273,IN,440
2636,32,4,8,212,IN,252
2637,39,14,18,213,IN,226
2638,22,19,22,98,IN,480
2639,51,12,27,211,IN,298
2640,9,10,15,327,OUT,466
2641,20,16,15,16,OUT,290
2642,18,15,25,14,OUT,362
2643,75,11,9,72,ADJUSTMENT,113
2644,33,11,1,68,OUT,427
2645,31,16,8,365,OUT,68
2646,92,1,20,304,ADJUSTMENT,136
2647,100,5,28,251,IN,409
2648,36,8,19,282,IN,424
2649,2,12,5,10,IN,387
2650,66,13,30,63,OUT,477
2651,81,9,14,203,IN,280
2652,13,11,30,146,IN,76
2653,22,25,6,92,OUT,365
2654,23,25,4,295,OUT,13
2655,33,12,20,73,ADJUSTMENT,4
2656,1,16,12,166,ADJUSTMENT,372
2657,36,10,29,79,IN,198
2658,39,25,19,213,ADJUSTMENT,34
2659,100,6,10,309,IN,115
2660,61,8,8,150,ADJUSTMENT,115
2661,35,1,24,223,OUT,473
2662,13,14,15,4,IN,26
2663,86,20,24,246,IN,383
2664,96,14,17,310,IN,473
2665,63,14,6,325,OUT,30
2666,43,17,12,122,ADJUSTMENT,31
2667,87,15,21,207,OUT,444
2668,67,21,1,148,IN,152
2669,11,23,29,219,OUT,369
2670,29,25,23,296,OUT,306
2671,53,16,16,301,ADJUSTMENT,296
2672,41,20,8,324,ADJUSTMENT,102
2673,90,17,26,231,IN,82
2674,77,10,25,5,OUT,386
2675,38,21,28,103,ADJUSTMENT,165
2676,80,16,22,150,IN,479
2677,3,16,14,182,IN,303
2678,85,14,21,220,IN,337
2679,44,9,8,124,ADJUSTMENT,194
2680,63,17,15,220,ADJUSTMENT,35
2681,6,9,12,162,ADJUSTMENT,471
2682,37,19,26,131,IN,162
2683,79,12,16,209,ADJUSTMENT,256
2684,89,9,1,336,ADJUSTMENT,218
2685,29,18,28,18,ADJUSTMENT,152
2686,95,2,6,243,ADJUSTMENT,179
2687,77,5,5,34,OUT,402
2688,87,2,23,298,OUT,416
2689,29,22,1,164,IN,259
2690,30,2,27,3,IN,8
2691,94,2,10,72,ADJUSTMENT,180
2692,99,19,2,29,IN,117
2693,77,25,1,246,OUT,97
2694,6,21,22,73,OUT,21
2695,54,13,21,112,ADJUSTMENT,131
2696,51,12,2,119,ADJUSTMENT,14
2697,26,20,17,157,OUT,290
2698,12,13,11,294,ADJUSTMENT,239
2699,17,13,25,185,ADJUSTMENT,62
2700,84,25,24,359,IN,316
2701,98,4,1,236,OUT,68
2702,46,15,23,295,IN,390
2703,16,1,25,190,IN,214
2704,46,25,3,146,IN,423
2705,20,22,25,69,IN,308
2706,100,22,17,270,IN,153
2707,78,8,29,331,OUT,53
2708,80,13,25,289,OUT,133
2709,6,3,2,106,OUT,23
2710,62,15,5,354,OUT,491
2711,87,13,13,257,ADJUSTMENT,89
2712,3,15,11,154,IN,206
2713,90,24,6,362,OUT,238
2714,12,12,26,107,ADJUSTMENT,417
2715,68,17,21,171,OUT,57
2716,7,24,15,216,ADJUSTMENT,89
2717,25,15,22,325,IN,80
2718,40,8,27,357,OUT,418
2719,1,25,21,118,ADJUSTMENT,30
2720,72,8,23,109,OUT,15
2721,98,19,1,310,OUT,346
2722,68,7,8,237,ADJUSTMENT,347
2723,81,24,15,213,IN,85
2724,62,9,2,200,OUT,202
2725,94,2,21,195,IN,327
2726,19,15,15,109,OUT,264
2727,5,10,23,19,OUT,372
2728,50,14,2,132,ADJUSTMENT,167
2729,49,14,19,153,OUT,480
2730,59,15,1,174,OUT,125
2731,73,2,22,94,IN,381
2732,83,3,14,162,ADJUSTMENT,314
2733,94,17,3,49,ADJUSTMENT,216
2734,60,11,24,242,IN,150
2735,65,22,16,313,ADJUSTMENT,259
2736,86,9,25,305,ADJUSTMENT,434
2737,4,17,29,295,IN,373
2738,36,13,23,245,ADJUSTMENT,148
2739,97,19,7,51,ADJUSTMENT,416
2740,17,10,16,178,IN,228
2741,99,12,5,364,OUT,158
2742,46,6,8,279,ADJUSTMENT,244
2743,30,13,16,96,OUT,246
2744,8,1,14,280,OUT,389
2745,93,3,9,295,ADJUSTMENT,196
2746,68,19,20,327,ADJUSTMENT,156
2747,46,18,14,195,OUT,137
2748,75,5,27,92,ADJUSTMENT,161
2749,46,24,28,201,IN,196
2750,82,3,12,53,ADJUSTMENT,295
2751,96,6,28,272,IN,482
2752,79,4,16,179,OUT,226
2753,72,8,22,351,OUT,248
2754,9,20,2,131,IN,313
2755,3,18,30,241,OUT,144
2756,96,10,2,294,OUT,160
2757,79,18,30,284,OUT,435
2758,22,12,23,231,IN,107
2759,6,2,23,140,IN,60
2760,11,25,17,112,OUT,496
2761,85,1,22,196,IN,22
2762,58,25,9,95,IN,258
2763,17,18,19,3,OUT,392
2764,15,7,21,135,ADJUSTMENT,472
2765,20,2,17,89,OUT,78
2766,4,5,11,260,ADJUSTMENT,412
2767,36,10,21,261,OUT,324
2768,68,10,23,81,IN,482
2769,1,4,30,248,OUT,91
2770,78,21,16,170,IN,290
2771,55,3,30,112,OUT,5
2772,94,6,2,295,OUT,314
2773,43,10,30,292,ADJUSTMENT,359
2774,60,16,19,167,OUT,397
2775,70,20,6,291,OUT,194
2776,79,25,12,238,ADJUSTMENT,422
2777,40,2,23,195,OUT,254
2778,3,21,7,237,IN,361
2779,31,25,20,312,IN,435
2780,97,10,12,361,ADJUSTMENT,401
2781,68,9,18,297,OUT,471
2782,11,15,21,346,ADJUSTMENT,350
2783,23,24,6,11,IN,476
2784,71,5,8,364,OUT,255
2785,97,6,11,67,OUT,315
2786,10,5,23,76,ADJUSTMENT,104
2787,38,13,15,71,ADJUSTMENT,106
2788,83,12,12,210,ADJUSTMENT,463
2789,92,13,28,60,ADJUSTMENT,216
2790,87,18,2,27,OUT,160
2791,87,14,29,204,OUT,130
2792,16,6,7,256,ADJUSTMENT,305
2793,15,5,29,24,IN,142
2794,11,22,23,73,IN,349
2795,52,5,5,344,ADJUSTMENT,327
2796,34,2,29,219,ADJUSTMENT,93
2797,99,17,5,224,IN,59
2798,14,19,2,292,ADJUSTMENT,134
2799,25,12,22,163,OUT,292
2800,59,4,17,25,ADJUSTMENT,47
2801,23,25,7,265,IN,272
2802,85,22,29,309,IN,413
2803,34,20,29,224,OUT,315
2804,96,22,28,253,IN,92
2805,85,18,10,229,ADJUSTMENT,499
2806,92,18,21,57,OUT,335
2807,88,6,8,227,OUT,391
2808,33,10,12,294,ADJUSTMENT,18
2809,41,21,26,119,IN,30
2810,37,4,20,116,IN,438
2811,78,9,5,349,IN,150
2812,30,22,4,310,IN,144
2813,40,22,9,136,ADJUSTMENT,291
2814,18,2,10,349,ADJUSTMENT,91
2815,9,24,12,227,ADJUSTMENT,258
2816,85,15,19,6,IN,31
2817,28,19,1,333,ADJUSTMENT,361
2818,21,6,14,253,ADJUSTMENT,412
2819,45,14,5,160,OUT,362
2820,62,25,11,267,OUT,286
2821,5,16,5,158,OUT,496
2822,84,17,30,295,OUT,293
2823,90,19,27,50,ADJUSTMENT,49
2824,86,8,25,362,IN,114
2825,74,2,17,263,OUT,298
2826,50,6,30,310,IN,478
2827,9,2,11,193,ADJUSTMENT,110
2828,90,24,14,338,ADJUSTMENT,412
2829,80,20,13,1,OUT,91
2830,54,5,25,249,OUT,126
2831,70,17,15,70,IN,250
2832,19,15,21,327,IN,386
2833,86,4,15,242,OUT,373
2834,5,9,2,310,OUT,233
2835,46,7,10,320,IN,123
2836,80,25,11,202,OUT,119
2837,70,5,1,74,OUT,199
2838,74,13,22,41,ADJUSTMENT,71
2839,98,1,1,348,IN,181
2840,50,4,12,288,IN,428
2841,83,6,3,120,IN,211
2842,91,5,25,325,ADJUSTMENT,489
2843,61,14,22,59,ADJUSTMENT,353
2844,48,11,14,190,ADJUSTMENT,438
2845,39,24,10,297,ADJUSTMENT,98
2846,46,17,26,19,IN,371
2847,77,1,13,77,IN,108
2848,43,10,6,14,OUT,217
2849,51,10,2,203,IN,31
2850,44,13,9,297,OUT,295
2851,21,22,20,302,ADJUSTMENT,189
2852,37,2,9,172,IN,232
2853,44,20,20,163,IN,201
2854,42,2,11,168,OUT,166
2855,40,20,4,304,ADJUSTMENT,87
2856,92,9,6,298,OUT,56
2857,31,1,27,225,ADJUSTMENT,140
2858,60,18,7,35,OUT,378
2859,24,3,29,198,IN,478
2860,20,4,6,100,IN,262
2861,99,24,17,10,OUT,248
2862,4,25,8,144,IN,252
2863,55,2,17,266,ADJUSTMENT,304
2864,8,3,7,105,IN,398
2865,94,22,2,101,IN,224
2866,16,18,7,279,ADJUSTMENT,197
2867,56,19,3,178,ADJUSTMENT,75
2868,29,10,12,230,OUT,200
2869,11,23,11,184,OUT,220
2870,75,11,4,336,ADJUSTMENT,242
2871,49,16,22,329,OUT,140
2872,48,20,21,124,IN,88
2873,98,5,18,98,IN,485
2874,38,12,15,358,ADJUSTMENT,448
2875,99,12,14,140,IN,50
2876,94,21,16,156,IN,276
2877,63,16,28,318,OUT,304
2878,95,14,30,158,OUT,273
2879,36,20,18,123,ADJUSTMENT,144
2880,57,22,1,50,OUT,185
2881,73,12,28,339,OUT,220
2882,57,19,19,120,IN,362
2883,88,13,2,201,OUT,484
2884,89,25,15,131,IN,74
2885,68,23,15,139,ADJUSTMENT,95
2886,77,5,20,351,IN,428
2887,49,22,5,21,OUT,272
2888,21,23,28,112,ADJUSTMENT,231
2889,25,13,4,122,ADJUSTMENT,406
2890,80,6,17,283,IN,374
2891,29,6,18,359,OUT,285
2892,72,17,13,156,IN,154
2893,41,1,19,124,OUT,87
2894,53,6,7,220,IN,61
2895,17,25,21,356,IN,331
2896,36,10,18,1,OUT,176
2897,24,13,10,278,OUT,10
2898,25,11,30,311,IN,419
2899,71,9,7,183,ADJUSTMENT,110
2900,99,18,3,87,OUT,439
2901,6,17,23,189,IN,378
2902,86,23,6,294,OUT,244
2903,6,5,27,13,ADJUSTMENT,229
2904,68,21,6,248,ADJUSTMENT,309
2905,51,16,27,1,ADJUSTMENT,153
2906,75,2,30,347,OUT,124
2907,18,13,15,135,IN,232
2908,66,9,30,136,IN,363
2909,13,4,15,336,OUT,284
2910,14,19,2,343,IN,205
2911,78,4,3,123,OUT,307
2912,46,19,10,222,ADJUSTMENT,39
2913,64,23,27,265,OUT,228
2914,21,6,30,171,ADJUSTMENT,271
2915,10,9,20,84,IN,375
2916,30,21,10,97,ADJUSTMENT,369
2917,22,13,16,156,OUT,2
2918,56,8,4,243,ADJUSTMENT,185
2919,31,7,6,161,OUT,415
2920,48,25,4,26,ADJUSTMENT,400
2921,53,19,24,161,ADJUSTMENT,122
2922,97,18,24,13,OUT,156
2923,71,21,24,38,IN,291
2924,80,11,17,95,IN,73
2925,6,23,6,84,ADJUSTMENT,415
2926,32,16,9,207,IN,159
2927,1,13,2,325,IN,302
2928,28,20,10,282,OUT,55
2929,97,5,12,319,IN,261
2930,89,24,19,263,OUT,250
2931,23,18,16,210,OUT,171
2932,56,25,25,214,ADJUSTMENT,233
2933,97,23,10,111,ADJUSTMENT,180
2934,34,14,16,320,ADJUSTMENT,232
2935,29,12,3,31,ADJUSTMENT,494
2936,74,5,21,58,ADJUSTMENT,493
2937,70,12,12,22,IN,220
2938,20,1,5,186,IN,450
2939,43,17,30,314,OUT,429
2940,17,1,11,47,ADJUSTMENT,478
2941,20,17,11,107,ADJUSTMENT,183
2942,90,17,17,205,OUT,335
2943,41,3,11,142,OUT,137
2944,2,3,22,305,OUT,392
2945,21,4,12,66,ADJUSTMENT,459
2946,37,21,10,58,OUT,479
2947,89,3,24,7,IN,131
2948,53,23,4,53,ADJUSTMENT,224
2949,64,9,21,48,IN,343
2950,73,6,13,52,ADJUSTMENT,65
2951,43,21,11,186,IN,336
2952,73,8,2,95,OUT,156
2953,82,4,1,175,IN,250
2954,23,17,3,15,ADJUSTMENT,66
2955,54,8,6,329,OUT,188
2956,72,23,18,47,OUT,181
2957,68,9,9,224,OUT,418
2958,91,10,23,194,IN,474
2959,51,22,25,192,IN,235
2960,21,21,28,177,OUT,227
2961,22,2,6,263,ADJUSTMENT,265
2962,48,4,10,232,ADJUSTMENT,194
2963,93,14,22,146,OUT,65
2964,99,4,19,347,IN,29
2965,23,22,22,190,OUT,210
2966,6,15,28,226,IN,80
2967,4,1,17,265,OUT,290
2968,100,7,22,69,IN,219
2969,62,20,17,123,IN,374
2970,1,23,9,77,OUT,358
2971,75,23,18,163,OUT,260
2972,49,13,17,294,ADJUSTMENT,265
2973,17,1,6,110,OUT,454
2974,48,8,22,92,OUT,378
2975,57,19,9,359,OUT,464
2976,76,2,13,184,OUT,134
2977,2,6,25,286,ADJUSTMENT,201
2978,9,24,25,135,OUT,471
2979,22,5,18,294,ADJUSTMENT,114
2980,16,1,19,141,OUT,311
2981,18,5,10,39,OUT,372
2982,62,7,15,63,IN,431
2983,33,1,17,88,OUT,196
2984,31,13,25,30,ADJUSTMENT,368
2985,21,19,5,162,OUT,277
2986,17,7,18,144,IN,89
2987,34,18,5,279,ADJUSTMENT,211
2988,43,14,4,73,ADJUSTMENT,161
2989,38,24,22,177,ADJUSTMENT,191
2990,65,22,5,246,OUT,352
2991,54,21,5,240,IN,320
2992,90,21,13,43,IN,33
2993,62,16,8,25,IN,146
2994,60,13,20,304,IN,161
2995,63,15,17,54,IN,216
2996,98,9,2,10,IN,142
2997,41,9,19,247,IN,300
2998,28,21,26,158,OUT,103
2999,8,20,8,197,OUT,471
3000,12,20,15,208,IN,342
3001,74,16,10,183,ADJUSTMENT,439
3002,58,8,15,262,OUT,326
3003,83,21,25,63,OUT,128
3004,50,23,15,170,IN,40
3005,62,21,19,141,OUT,17
3006,10,15,9,94,IN,264
3007,52,21,19,159,OUT,22
3008,40,19,5,51,OUT,336
3009,74,25,3,270,ADJUSTMENT,464
3010,61,20,26,125,ADJUSTMENT,104
3011,55,23,20,126,OUT,23
3012,6,24,4,29,OUT,397
3013,47,16,26,47,OUT,428
3014,28,9,11,281,IN,96
3015,35,5,7,99,ADJUSTMENT,424
3016,86,7,5,298,IN,187
3017,21,23,20,314,IN,383
3018,21,14,22,116,OUT,91
3019,37,20,26,261,IN,121
3020,40,17,27,88,IN,213
3021,97,7,19,56,OUT,441
3022,47,17,23,191,IN,67
3023,63,10,5,193,IN,85
3024,15,8,19,47,ADJUSTMENT,91
3025,55,6,3,348,ADJUSTMENT,15
3026,60,22,12,328,OUT,376
3027,18,2,19,277,ADJUSTMENT,112
3028,39,25,13,170,ADJUSTMENT,355
3029,5,20,4,229,ADJUSTMENT,41
3030,62,20,23,174,IN,123
3031,85,9,1,289,ADJUSTMENT,422
3032,55,19,21,316,IN,280
3033,34,3,23,347,ADJUSTMENT,399
3034,28,1,20,77,ADJUSTMENT,378
3035,44,8,26,233,IN,459
3036,3,6,18,85,OUT,364
3037,36,25,28,194,IN,483
3038,3,13,28,249,IN,237
3039,16,24,27,149,OUT,445
3040,53,22,24,308,ADJUSTMENT,190
3041,55,14,1,34,IN,295
3042,33,16,6,108,OUT,220
3043,60,11,22,228,IN,493
3044,81,18,4,132,OUT,188
3045,55,12,4,361,ADJUSTMENT,247
3046,18,4,16,286,ADJUSTMENT,68
3047,4,20,23,167,IN,104
3048,22,5,10,237,OUT,475
3049,9,7,27,344,OUT,253
3050,7,8,15,353,ADJUSTMENT,333
3051,56,14,3,59,IN,12
3052,60,19,29,268,OUT,186
3053,30,1,6,152,IN,52
3054,19,2,28,149,IN,207
3055,60,13,3,36,IN,143
3056,58,7,16,185,OUT,415
3057,41,9,4,235,ADJUSTMENT,482
3058,89,20,7,101,ADJUSTMENT,388
3059,28,17,12,183,OUT,166
3060,56,22,25,110,OUT,434
3061,26,11,28,111,ADJUSTMENT,23
3062,72,9,19,249,OUT,27
3063,35,4,28,85,ADJUSTMENT,328
3064,49,8,4,133,ADJUSTMENT,426
3065,80,21,2,195,IN,448
3066,49,18,27,181,OUT,225
3067,62,25,22,261,IN,340
3068,75,10,5,144,ADJUSTMENT,396
3069,34,19,3,20,ADJUSTMENT,322
3070,47,17,11,123,OUT,146
3071,18,16,19,150,OUT,251
3072,19,10,14,185,ADJUSTMENT,356
3073,7,9,16,19,ADJUSTMENT,388
3074,23,14,30,3,ADJUSTMENT,46
3075,67,7,2,42,IN,477
3076,3,22,6,284,IN,90
3077,53,1,14,102,IN,66
3078,29,17,14,296,ADJUSTMENT,279
3079,97,22,21,201,OUT,37
3080,87,5,14,186,OUT,119
3081,68,4,4,232,IN,371
3082,41,9,19,229,ADJUSTMENT,176
3083,55,17,4,267,IN,478
3084,59,22,18,158,ADJUSTMENT,64
3085,66,16,18,285,ADJUSTMENT,133
3086,79,13,23,119,OUT,434
3087,39,15,19,360,IN,187
3088,45,15,28,37,OUT,154
3089,54,15,12,227,OUT,236
3090,31,2,1,151,IN,393
3091,13,8,19,297,IN,308
3092,38,23,30,53,OUT,79
3093,27,24,21,279,IN,349
3094,36,7,3,78,IN,251
3095,28,9,5,321,IN,491
3096,35,13,21,275,IN,395
3097,82,20,7,333,OUT,47
3098,73,18,7,220,OUT,487
3099,29,8,12,266,OUT,93
3100,2,1,5,91,ADJUSTMENT,205
3101,38,18,7,164,ADJUSTMENT,425
3102,94,13,21,105,IN,477
3103,61,21,22,44,IN,109
3104,92,11,1,340,OUT,29
3105,92,11,15,228,OUT,19
3106,37,9,13,151,OUT,297
3107,97,16,2,218,ADJUSTMENT,120
3108,71,6,24,178,OUT,5
3109,91,21,21,340,ADJUSTMENT,320
3110,63,22,8,347,ADJUSTMENT,406
3111,60,16,23,333,IN,384
3112,73,24,22,342,OUT,41
3113,83,22,2,47,ADJUSTMENT,33
3114,36,7,23,289,IN,106
3115,7,22,4,13,OUT,368
3116,35,3,11,68,ADJUSTMENT,121
3117,46,11,10,239,IN,351
3118,5,23,6,292,OUT,300
3119,60,13,20,155,OUT,356
3120,87,19,5,2,OUT,408
3121,52,1,5,12,OUT,249
3122,72,21,22,17,OUT,228
3123,59,3,2,346,ADJUSTMENT,490
3124,38,24,3,125,ADJUSTMENT,211
3125,93,14,11,231,OUT,363
3126,35,22,12,210,IN,405
3127,88,14,26,313,OUT,211
3128,99,3,24,286,OUT,13
3129,95,25,19,147,ADJUSTMENT,85
3130,99,5,12,185,IN,301
3131,20,22,5,274,OUT,391
3132,42,25,14,358,ADJUSTMENT,247
3133,96,2,21,121,OUT,498
3134,76,2,27,74,IN,264
3135,69,17,7,17,IN,254
3136,2,9,28,169,ADJUSTMENT,192
3137,40,25,2,249,OUT,137
3138,40,15,15,34,OUT,250
3139,42,10,30,343,ADJUSTMENT,480
3140,35,8,6,264,IN,380
3141,36,4,27,241,ADJUSTMENT,72
3142,74,23,22,21,ADJUSTMENT,330
3143,93,19,5,309,ADJUSTMENT,449
3144,100,15,22,114,IN,489
3145,16,11,29,169,OUT,294
3146,91,4,19,282,ADJUSTMENT,41
3147,29,8,2,84,ADJUSTMENT,95
3148,98,11,17,341,ADJUSTMENT,94
3149,11,20,8,228,ADJUSTMENT,143
3150,95,10,15,166,IN,267
3151,58,25,16,129,OUT,61
3152,38,2,26,134,OUT,213
3153,24,11,18,117,OUT,400
3154,55,13,4,122,IN,308
3155,88,1,7,316,OUT,346
3156,34,10,29,252,OUT,71
3157,84,6,3,179,IN,11
3158,55,13,8,281,IN,286
3159,65,6,21,221,ADJUSTMENT,226
3160,79,22,7,271,OUT,43
3161,6,10,28,203,IN,172
3162,86,2,16,79,ADJUSTMENT,288
3163,36,12,2,32,OUT,18
3164,31,1,1,122,OUT,159
3165,77,2,29,291,ADJUSTMENT,27
3166,27,12,10,229,IN,478
3167,3,8,19,321,ADJUSTMENT,232
3168,2,20,23,363,IN,139
3169,65,7,20,78,IN,182
3170,35,1,24,6,ADJUSTMENT,200
3171,84,4,3,144,IN,462
3172,61,21,14,161,ADJUSTMENT,118
3173,12,23,26,312,OUT,352
3174,28,7,1,85,OUT,338
3175,60,5,24,12,IN,33
3176,64,16,6,258,OUT,217
3177,51,14,4,329,ADJUSTMENT,349
3178,87,22,26,216,ADJUSTMENT,162
3179,16,12,29,102,ADJUSTMENT,23
3180,66,3,9,98,OUT,221
3181,66,3,4,345,OUT,279
3182,47,20,22,337,OUT,99
3183,38,5,4,312,ADJUSTMENT,65
3184,71,9,15,172,IN,87
3185,72,8,15,328,ADJUSTMENT,100
3186,41,17,24,134,IN,385
3187,85,24,22,6,IN,323
3188,70,7,30,208,ADJUSTMENT,204
3189,77,13,13,98,ADJUSTMENT,82
3190,62,6,3,278,OUT,49
3191,79,13,24,268,IN,290
3192,87,15,26,213,IN,88
3193,49,11,2,255,OUT,211
3194,70,22,15,71,IN,316
3195,46,22,18,227,IN,2
3196,21,2,28,176,OUT,180
3197,47,11,22,279,ADJUSTMENT,97
3198,57,22,29,270,OUT,470
3199,99,9,28,258,OUT,120
3200,35,24,14,60,ADJUSTMENT,322
3201,58,23,4,281,ADJUSTMENT,428
3202,28,20,22,56,OUT,134
3203,79,14,5,321,ADJUSTMENT,170
3204,78,9,7,321,OUT,404
3205,80,7,25,148,ADJUSTMENT,152
3206,29,2,1,106,OUT,272
3207,44,3,16,184,OUT,288
3208,44,9,13,129,IN,194
3209,75,25,25,306,IN,123
3210,39,17,27,112,IN,497
3211,59,10,26,226,IN,29
3212,25,14,30,309,ADJUSTMENT,97
3213,6,14,23,42,ADJUSTMENT,403
3214,48,1,16,255,OUT,330
3215,16,12,14,331,ADJUSTMENT,487
3216,54,3,23,63,IN,220
3217,31,25,1,175,OUT,389
3218,98,18,18,333,ADJUSTMENT,150
3219,19,25,5,347,IN,364
3220,92,7,29,343,IN,83
3221,61,13,27,57,OUT,260
3222,80,7,6,204,IN,428
3223,44,3,2,286,IN,340
3224,21,11,9,204,IN,104
3225,34,7,22,70,ADJUSTMENT,201
3226,86,15,11,153,OUT,404
3227,56,23,9,207,OUT,444
3228,44,24,26,332,ADJUSTMENT,18
3229,22,15,25,64,OUT,435
3230,68,1,16,75,ADJUSTMENT,442
3231,79,23,15,365,ADJUSTMENT,30
3232,42,4,11,84,ADJUSTMENT,155
3233,30,11,7,223,ADJUSTMENT,183
3234,85,10,22,69,OUT,301
3235,15,13,9,6,OUT,347
3236,3,23,23,291,ADJUSTMENT,243
3237,25,11,17,364,ADJUSTMENT,78
3238,22,11,4,149,OUT,153
3239,28,23,6,302,ADJUSTMENT,407
3240,5,3,7,336,ADJUSTMENT,245
3241,34,14,15,130,ADJUSTMENT,227
3242,47,23,4,61,ADJUSTMENT,109
3243,76,14,26,247,OUT,187
3244,57,21,7,164,OUT,454
3245,2,16,11,180,IN,361
3246,84,13,30,184,IN,298
3247,28,19,28,49,IN,63
3248,56,14,4,156,IN,371
3249,89,18,29,12,IN,394
3250,53,16,21,32,IN,321
3251,58,7,7,133,IN,404
3252,60,3,27,18,ADJUSTMENT,387
3253,72,3,9,334,IN,473
3254,41,5,16,198,IN,295
3255,7,5,28,24,IN,175
3256,60,13,28,349,OUT,148
3257,59,18,10,321,ADJUSTMENT,484
3258,50,23,15,353,IN,433
3259,74,8,5,60,ADJUSTMENT,238
3260,89,2,27,171,IN,32
3261,32,4,21,116,OUT,249
3262,80,22,26,240,ADJUSTMENT,207
3263,2,1,28,26,ADJUSTMENT,103
3264,78,18,25,155,IN,449
3265,3,7,5,84,IN,241
3266,85,9,28,320,OUT,39
3267,15,13,25,149,OUT,476
3268,16,21,13,323,IN,29
3269,98,20,28,206,OUT,416
3270,26,10,7,74,OUT,321
3271,31,17,14,39,IN,200
3272,86,19,22,59,IN,494
3273,49,2,17,145,IN,162
3274,54,13,12,218,IN,425
3275,29,13,18,59,ADJUSTMENT,195
3276,9,12,11,265,ADJUSTMENT,231
3277,92,5,19,97,OUT,49
3278,47,13,18,260,OUT,153
3279,17,7,28,238,OUT,202
3280,32,6,21,362,IN,144
3281,6,8,20,16,OUT,316
3282,43,10,24,87,ADJUSTMENT,13
3283,48,25,5,241,IN,330
3284,44,10,14,50,IN,302
3285,20,4,14,15,OUT,380
3286,68,12,7,317,ADJUSTMENT,116
3287,83,21,1,271,OUT,225
3288,40,13,19,171,IN,448
3289,87,19,22,267,OUT,423
3290,51,21,6,140,IN,326
3291,71,7,5,246,IN,197
3292,56,12,10,184,ADJUSTMENT,449
3293,90,10,23,148,ADJUSTMENT,487
3294,2,24,6,139,OUT,438
3295,43,6,14,202,OUT,254
3296,41,4,24,217,OUT,348
3297,43,24,15,312,ADJUSTMENT,61
3298,46,14,3,250,ADJUSTMENT,4
3299,5,8,1,255,ADJUSTMENT,226
3300,88,17,21,188,ADJUSTMENT,442
3301,46,13,26,30,ADJUSTMENT,485
3302,57,22,9,153,OUT,386
3303,71,25,7,76,IN,348
3304,72,19,4,314,OUT,387
3305,23,18,23,32,OUT,90
3306,65,6,16,47,OUT,180
3307,7,18,24,123,ADJUSTMENT,456
3308,6,23,19,112,ADJUSTMENT,87
3309,89,24,27,87,ADJUSTMENT,312
3310,65,15,11,94,ADJUSTMENT,83
3311,97,5,23,155,ADJUSTMENT,232
3312,45,23,2,194,OUT,382
3313,21,5,25,282,IN,314
3314,93,9,2,165,ADJUSTMENT,323
3315,79,7,30,183,IN,91
3316,86,1,16,178,ADJUSTMENT,297
3317,32,15,23,117,IN,333
3318,38,12,11,163,OUT,439
3319,81,12,20,204,ADJUSTMENT,40
3320,100,5,6,263,OUT,292
3321,13,13,2,207,ADJUSTMENT,52
3322,38,6,22,49,IN,477
3323,44,10,5,358,OUT,98
3324,87,8,13,75,ADJUSTMENT,383
3325,69,23,27,15,OUT,321
3326,19,16,24,8,OUT,116
3327,81,21,19,207,IN,376
3328,82,13,2,208,OUT,399
3329,26,24,4,239,ADJUSTMENT,466
3330,73,9,3,145,ADJUSTMENT,426
3331,60,2,2,20,OUT,138
3332,59,17,7,300,OUT,432
3333,91,25,9,235,ADJUSTMENT,250
3334,54,17,1,96,OUT,198
3335,85,12,17,311,IN,331
3336,90,25,28,170,IN,149
3337,89,24,4,165,OUT,433
