SalesID,DateID,ProductID,StoreID,CustomerID,PromotionID,SupplierID,InventoryID,LocationID,SalesAmount,ProfitMargin,Discounts,Costs,UnitsSold,Returns,InventoryTurnover,ForecastedSales,PredictedRevenue
2672,338,19,42,114,10,16,23,36,362.8,0.14,46.35,399.85,5,2,6.07,708.32,981.61
2673,38,68,50,234,7,17,55,26,244.31,0.13,37.44,62.16,8,2,9.58,988.56,879.7
2674,127,24,38,262,9,9,42,42,479.26,0.25,26.59,330.37,19,1,3.78,299.47,580.05
2675,275,84,7,391,2,26,3,27,284.12,0.19,48.97,15.27,16,2,12.68,931.25,1438.72
2676,164,39,49,172,9,22,71,26,241.88,0.09,9.74,338.89,11,0,12.17,432.43,1196.86
2677,319,92,30,18,7,9,52,43,429.1,0.13,32.08,191.32,9,1,11.07,82.92,1272.01
2678,77,54,12,235,2,14,11,18,96.39,0.22,30.47,331.45,11,0,9.68,365.42,601.69
2679,174,39,49,310,10,27,55,33,83.15,0.09,17.02,299.13,18,1,4.07,210.01,201.79
2680,358,17,31,383,2,23,88,36,392.36,0.22,24.27,229.48,12,0,13.18,291.71,312.36
2681,321,19,18,157,4,11,99,37,435.93,0.23,11.77,149.26,11,1,9.09,340.74,668.19
2682,91,48,46,211,2,26,25,34,41.02,0.12,33.86,266.54,7,0,3.97,318.12,456.78
2683,238,35,43,281,1,10,92,26,383.22,0.15,20.91,333.19,18,2,11.32,43.32,626.3
2684,264,32,2,319,6,23,76,22,215.11,0.28,1.18,201.82,6,1,1.44,301.56,375.31
2685,179,47,33,196,10,5,87,24,353.34,0.24,47.54,166.53,8,1,4.05,596.38,1495.89
2686,209,47,11,115,5,23,81,12,71.81,0.25,25.07,58.01,13,1,4.18,778.81,494.8
2687,73,64,34,397,3,26,41,11,486.64,0.18,35.28,358.6,3,2,5.08,16.07,346.34
2688,107,46,16,160,1,4,37,21,441.23,0.1,9.85,107.65,3,0,1.48,108.91,1159.76
2689,345,35,35,155,9,11,82,16,205.96,0.2,6.36,50.28,15,1,12.8,627.06,643.27
2690,295,94,33,51,8,27,55,36,447.21,0.24,45.12,27.42,8,0,2.36,87.57,195.42
2691,284,17,21,418,6,6,9,7,447.99,0.05,29.55,300.56,15,1,12.61,26.06,218.8
2692,353,42,20,284,6,2,99,28,233.32,0.08,24.67,270.32,1,0,3.52,322.17,754.05
2693,182,29,8,73,4,30,36,24,473.71,0.17,26.06,49.06,3,1,12.77,695.73,648.47
2694,37,70,26,328,2,26,57,13,488.54,0.16,11.81,212.53,12,2,1.41,854.18,580.68
2695,137,17,33,341,4,3,63,14,112.52,0.3,45.63,61.93,9,2,11.98,535.81,1077.77
2696,338,81,26,110,2,18,82,43,38.0,0.07,10.71,154.05,7,0,8.46,481.13,1359.37
2697,56,14,37,286,7,29,20,31,168.92,0.13,7.9,313.36,1,0,4.03,529.99,948.27
2698,187,24,30,221,9,26,85,8,246.97,0.25,46.5,91.91,11,0,6.69,452.69,867.97
2699,341,57,31,9,2,18,47,1,50.87,0.2,12.88,12.06,10,2,2.36,783.7,701.58
2700,258,50,33,397,9,7,20,40,74.63,0.19,43.12,78.14,19,2,2.92,622.57,961.68
2701,58,57,11,82,9,21,6,17,485.99,0.24,38.63,160.8,2,1,6.14,153.82,1352.41
2702,363,61,41,320,8,13,73,41,369.96,0.06,19.1,97.43,13,2,6.77,938.41,386.46
2703,123,39,5,294,1,13,93,13,438.09,0.29,12.7,289.17,17,0,11.86,196.36,1402.92
2704,188,55,2,375,5,6,29,47,485.72,0.1,37.95,315.88,2,2,11.59,181.24,1294.3
2705,230,96,13,22,10,3,77,27,192.18,0.07,29.88,96.96,1,1,4.36,372.93,672.16
2706,168,36,18,415,4,10,100,13,345.49,0.13,12.7,108.18,3,1,3.57,379.61,90.56
2707,114,37,26,99,7,21,91,40,96.09,0.23,44.54,224.47,10,0,3.36,90.36,950.5
2708,252,14,25,170,8,5,49,27,278.08,0.11,36.05,301.25,1,0,9.27,107.2,283.25
2709,107,27,44,190,10,11,6,32,108.89,0.06,45.46,383.79,14,2,9.13,972.69,87.76
2710,37,83,14,106,8,4,39,12,84.41,0.06,21.87,120.92,6,0,2.47,127.81,561.44
2711,335,31,5,320,2,10,32,43,53.73,0.11,6.41,364.52,18,2,5.77,960.02,1289.2
2712,92,73,42,458,3,4,49,13,291.97,0.08,46.2,73.52,14,0,13.24,693.91,234.13
2713,18,81,2,265,10,28,43,16,475.18,0.14,30.07,17.38,12,0,14.19,225.68,1396.05
2714,354,83,4,382,10,13,28,34,65.5,0.09,30.3,317.2,11,0,14.61,418.08,115.48
2715,63,44,12,351,7,8,45,6,253.65,0.14,29.21,191.97,15,1,10.71,238.71,44.3
2716,150,68,11,428,4,6,65,48,345.1,0.16,23.62,31.67,6,0,1.53,241.74,151.54
2717,139,48,4,447,6,11,50,18,250.45,0.24,12.75,29.37,2,0,7.79,651.43,523.74
2718,186,57,43,168,8,2,54,17,456.33,0.11,30.65,6.43,14,0,4.4,342.96,872.4
2719,185,75,9,344,8,18,51,47,87.32,0.17,35.93,123.22,5,0,13.43,849.45,1356.4
2720,205,22,10,425,7,18,43,39,16.96,0.25,45.83,294.41,15,0,1.59,531.59,1168.73
2721,260,4,27,113,2,22,64,14,194.64,0.3,3.61,266.46,5,2,2.58,268.99,1303.64
2722,214,81,6,328,2,12,95,7,279.97,0.19,12.74,399.87,10,1,5.01,44.21,1385.21
2723,256,72,15,306,3,17,30,6,130.98,0.16,38.83,237.98,14,2,10.81,597.19,504.42
2724,135,46,42,148,4,19,82,12,88.37,0.21,38.76,45.08,18,2,14.11,937.99,631.63
2725,61,59,31,337,1,17,93,34,403.39,0.17,10.6,391.42,2,0,6.43,511.09,1408.54
2726,363,34,22,220,5,4,42,1,98.34,0.09,9.24,277.5,17,2,5.78,546.37,1273.07
2727,310,11,6,454,7,29,38,50,224.13,0.16,18.36,150.24,6,0,11.96,277.02,188.39
2728,88,31,33,426,10,17,87,29,477.47,0.29,3.15,99.55,1,2,13.57,659.94,283.67
2729,324,11,29,33,5,16,86,28,308.29,0.21,36.52,89.64,4,2,2.23,512.51,1382.51
2730,207,56,21,220,7,9,66,5,251.37,0.12,33.49,382.54,15,2,14.81,717.11,446.28
2731,129,38,30,319,5,11,69,21,183.32,0.29,42.94,168.35,4,0,8.14,129.57,400.2
2732,311,21,21,185,10,12,15,39,262.59,0.15,21.5,195.24,5,1,14.92,238.3,1325.43
2733,3,94,36,193,8,11,61,47,368.48,0.15,31.84,334.88,19,1,1.18,826.48,852.31
2734,242,10,22,361,7,13,96,38,412.15,0.2,47.7,385.58,15,1,13.47,967.2,817.83
2735,121,26,46,180,1,22,6,34,326.67,0.19,47.94,2.75,14,1,2.38,819.97,643.35
2736,102,91,20,355,1,30,78,21,396.21,0.12,3.55,396.11,13,0,11.89,451.72,1004.6
2737,38,8,22,472,5,8,24,24,48.77,0.17,0.09,31.11,18,2,1.0,81.52,560.21
2738,341,8,40,6,2,14,85,49,12.12,0.13,48.0,334.9,1,0,2.91,876.41,1475.73
2739,133,60,11,391,9,18,14,13,368.53,0.23,26.77,380.18,11,1,3.25,810.34,620.3
2740,202,72,47,9,2,14,12,45,134.54,0.08,35.02,224.88,12,0,9.5,960.8,318.96
2741,348,34,31,357,9,16,55,46,439.45,0.24,45.63,221.13,3,0,10.72,415.43,119.04
2742,21,16,40,61,10,15,68,23,270.25,0.09,21.66,267.94,16,0,2.26,693.77,904.9
2743,242,13,13,464,2,22,44,32,241.87,0.13,22.03,141.78,4,1,6.68,167.14,997.45
2744,109,87,18,418,4,20,85,8,387.55,0.13,8.35,67.16,16,2,10.82,918.3,612.76
2745,303,76,22,163,3,7,81,47,371.84,0.3,45.29,27.5,6,2,13.73,702.47,1424.25
2746,84,91,17,99,6,8,93,11,353.62,0.2,32.38,352.56,8,2,3.65,724.82,89.87
2747,83,22,38,148,4,30,51,13,346.5,0.24,9.01,219.38,6,0,6.95,676.87,809.86
2748,291,96,25,58,9,6,80,20,260.12,0.19,27.99,277.93,4,2,4.19,723.14,1121.86
2749,69,27,32,215,9,29,82,1,463.61,0.3,16.41,133.49,2,2,1.52,160.31,687.68
2750,129,64,15,316,10,13,38,2,445.87,0.09,7.36,323.0,8,1,7.38,679.79,970.83
2751,196,2,13,490,9,17,41,11,168.06,0.2,9.09,140.62,3,0,6.88,399.12,1245.29
2752,140,97,26,182,3,8,44,46,403.32,0.25,27.96,12.87,16,0,12.5,341.79,1118.15
2753,283,26,50,35,3,11,75,30,446.1,0.21,28.22,135.42,6,1,13.47,266.8,826.9
2754,312,92,11,303,4,17,96,5,311.04,0.27,39.5,340.28,17,2,5.95,865.79,1425.44
2755,234,83,13,46,9,9,92,7,280.01,0.2,12.4,350.48,3,1,10.92,741.41,1497.88
2756,23,69,33,87,6,2,16,24,337.58,0.26,45.79,373.95,14,1,9.09,303.75,893.64
2757,153,97,50,4,9,27,98,31,85.72,0.09,25.93,200.29,1,0,11.78,118.12,164.42
2758,277,84,37,266,8,10,50,48,48.24,0.12,10.21,382.68,7,0,3.05,431.15,375.2
2759,61,30,38,107,7,22,94,30,410.97,0.16,20.66,200.17,10,2,12.38,619.79,1164.0
2760,319,8,1,75,5,24,38,43,288.8,0.26,46.17,62.41,2,1,9.44,19.96,652.11
2761,52,38,39,40,9,21,86,15,65.64,0.16,23.91,201.31,14,2,11.74,525.81,938.99
2762,344,61,27,127,4,14,5,36,211.08,0.21,43.74,347.58,8,2,6.88,112.55,76.37
2763,153,81,36,183,4,2,9,10,152.63,0.15,7.99,314.49,6,1,1.12,820.42,1484.31
2764,237,65,32,119,8,5,77,1,438.36,0.25,45.7,174.19,5,1,13.85,674.28,646.42
2765,311,67,41,73,4,17,39,7,256.07,0.1,21.53,85.8,12,1,11.2,386.24,1169.96
2766,302,46,15,40,7,24,87,44,290.87,0.2,46.81,232.87,11,1,10.67,230.92,1128.37
2767,32,90,31,204,4,8,27,26,121.47,0.19,43.3,372.56,18,1,7.63,389.5,726.21
2768,55,95,6,465,1,30,32,43,400.54,0.15,33.0,71.82,1,2,1.61,895.91,1229.86
2769,352,72,25,96,10,18,64,43,465.4,0.23,33.64,330.99,1,0,2.93,76.85,513.46
2770,36,43,49,279,9,22,95,49,397.28,0.06,10.58,59.78,5,2,7.14,919.7,103.19
2771,110,59,18,143,4,27,33,30,248.97,0.26,30.14,367.92,7,1,12.11,84.08,576.07
2772,177,46,22,115,3,24,90,1,418.37,0.14,27.47,277.61,12,0,13.46,46.35,889.64
2773,362,72,31,476,3,26,18,15,98.04,0.25,16.71,44.56,5,0,7.41,207.46,93.08
2774,314,35,36,372,9,29,76,20,61.14,0.13,25.28,81.77,14,0,14.93,154.8,1018.85
2775,295,39,9,486,8,8,67,22,221.92,0.1,46.46,370.84,9,2,14.72,932.58,1444.22
2776,336,92,46,133,10,12,5,25,94.86,0.15,0.27,203.52,18,0,6.09,252.14,352.16
2777,97,51,3,168,7,14,78,50,133.28,0.25,20.86,181.94,18,0,1.91,826.66,93.07
2778,213,4,33,402,7,30,59,36,294.63,0.23,16.68,24.25,10,1,7.9,327.16,141.95
2779,317,80,27,245,4,23,76,37,204.93,0.15,48.06,34.53,17,2,14.71,156.64,105.22
2780,137,77,43,277,3,3,4,46,433.61,0.28,48.69,276.97,5,2,6.12,426.66,1354.47
2781,6,84,1,463,4,29,16,45,116.68,0.15,29.28,311.0,5,0,5.92,106.85,292.35
2782,109,51,44,259,6,30,75,27,498.41,0.14,27.5,346.94,1,0,5.26,607.1,477.59
2783,35,5,9,46,4,28,100,19,182.9,0.09,45.16,201.62,6,2,14.3,168.71,1392.54
2784,39,55,5,346,4,14,48,19,260.12,0.07,0.33,132.1,7,0,3.64,564.94,124.98
2785,150,20,15,335,2,27,66,16,70.5,0.14,28.11,250.58,11,2,7.09,243.69,922.63
2786,118,24,50,383,7,4,77,21,291.75,0.07,1.23,247.93,1,2,3.86,918.11,404.68
2787,261,36,9,237,6,1,8,33,480.84,0.17,48.41,14.83,3,0,2.56,225.7,1408.46
2788,87,34,45,53,2,9,44,42,375.95,0.27,16.01,375.58,13,1,7.11,472.83,22.49
2789,76,54,28,148,5,14,21,31,125.81,0.17,26.04,257.38,16,1,12.28,27.21,676.65
2790,313,34,13,187,6,26,26,34,224.09,0.17,20.88,3.58,13,1,1.11,129.65,1406.1
2791,214,83,24,21,5,10,35,15,215.59,0.11,44.68,383.89,9,1,7.79,170.06,935.61
2792,285,17,45,90,4,18,15,36,53.48,0.09,49.99,381.11,6,2,8.08,829.39,431.53
2793,239,5,10,233,9,10,40,26,443.5,0.11,3.42,378.42,18,1,2.06,627.57,1072.48
2794,165,89,42,215,3,7,30,30,193.82,0.19,36.6,355.67,3,1,14.7,49.64,960.41
2795,87,18,22,369,2,8,66,31,249.66,0.2,18.4,74.67,19,2,3.77,188.76,472.39
2796,141,55,39,51,9,14,80,25,149.17,0.11,6.95,390.89,18,1,13.69,869.77,1465.6
2797,160,53,22,153,8,4,13,4,80.44,0.15,20.27,305.01,5,0,4.21,313.55,1323.47
2798,46,50,37,324,9,27,1,12,451.54,0.19,49.91,256.66,3,1,8.34,216.97,1098.11
2799,112,72,39,116,10,11,43,19,23.51,0.24,17.88,377.13,5,1,12.2,798.56,799.26
2800,45,91,20,394,3,10,28,9,202.94,0.13,13.87,153.05,11,1,14.3,402.57,407.08
2801,247,79,10,214,1,17,1,25,366.69,0.12,42.31,372.62,10,0,6.62,489.0,541.76
2802,104,45,10,451,1,5,40,48,157.88,0.23,43.4,242.67,14,0,1.98,707.98,709.56
2803,85,13,26,339,3,10,34,47,225.78,0.18,16.94,232.14,19,0,1.32,908.97,36.45
2804,134,16,25,351,4,10,13,41,284.42,0.26,14.93,258.73,19,0,13.23,701.56,915.58
2805,108,86,28,137,2,22,61,50,497.57,0.1,32.36,301.91,4,2,7.7,399.81,98.19
2806,18,84,13,285,8,7,66,7,380.36,0.24,10.26,178.52,10,1,3.1,964.57,661.95
2807,94,13,15,421,3,17,4,27,483.72,0.09,24.18,392.26,18,1,7.5,552.79,1007.83
2808,150,20,6,366,4,29,89,48,348.11,0.2,7.07,36.32,17,0,4.11,903.29,676.41
2809,246,66,12,71,6,20,98,47,138.18,0.12,15.24,365.62,8,0,10.79,888.75,532.78
2810,289,99,19,245,10,12,13,43,147.31,0.08,14.87,263.31,5,1,6.7,515.78,355.46
2811,209,47,32,38,6,5,36,6,412.12,0.2,34.74,364.06,8,1,11.19,216.3,100.36
2812,126,19,11,216,2,5,96,35,216.72,0.18,14.11,148.14,8,1,11.71,378.23,497.33
2813,235,45,38,127,6,23,61,32,188.26,0.17,44.92,331.77,4,0,6.24,183.57,860.94
2814,122,37,33,72,4,4,58,14,472.82,0.2,49.15,246.78,10,0,10.28,167.07,439.63
2815,138,54,2,226,5,26,85,6,11.55,0.14,4.05,332.61,19,2,11.83,895.98,1081.72
2816,115,6,15,315,7,7,90,49,264.86,0.22,19.88,130.68,9,2,1.71,149.39,646.57
2817,162,14,36,441,7,24,15,18,388.66,0.08,15.09,367.0,15,2,3.7,975.12,656.91
2818,201,4,5,474,6,2,93,31,369.4,0.23,17.6,369.77,6,2,14.75,285.24,473.79
2819,234,86,15,444,10,30,90,16,186.95,0.19,13.27,190.45,18,1,1.1,464.01,1136.48
2820,28,55,43,284,6,1,85,3,270.15,0.17,19.13,160.73,12,2,5.38,193.66,530.2
2821,11,100,10,412,6,29,12,31,7.76,0.08,7.07,230.5,7,2,11.95,379.56,509.0
2822,206,34,17,302,4,26,76,38,269.74,0.12,13.99,80.87,12,2,5.43,603.09,1191.4
2823,167,27,34,246,3,10,69,17,297.25,0.12,37.39,198.99,14,2,12.47,916.87,562.02
2824,247,7,24,71,1,1,61,5,438.02,0.11,17.2,358.83,14,0,2.85,942.93,27.06
2825,47,3,10,195,3,13,42,16,109.31,0.29,10.39,146.71,11,0,13.28,62.68,735.98
2826,246,47,30,500,3,17,90,17,413.45,0.28,5.42,294.68,17,1,7.62,536.51,205.88
2827,127,97,3,470,9,9,32,31,360.44,0.19,17.4,249.63,18,0,1.52,144.69,1463.46
2828,147,2,37,439,3,4,2,16,334.69,0.1,32.17,105.29,3,1,9.73,153.74,1414.75
2829,118,80,3,38,8,9,8,21,200.22,0.28,12.67,213.17,19,2,4.88,822.68,1347.06
2830,152,25,40,117,8,7,91,41,186.88,0.24,21.12,341.18,6,2,10.81,332.87,1314.65
2831,72,60,5,238,3,23,54,39,353.11,0.06,47.62,222.41,8,2,13.64,984.76,1355.95
2832,363,79,28,364,10,29,8,37,495.16,0.17,27.62,279.04,3,2,2.17,799.89,1075.57
2833,137,24,44,402,10,2,88,41,205.65,0.2,26.6,310.38,9,0,4.42,551.51,84.99
2834,175,15,14,204,6,18,13,10,459.71,0.07,20.5,20.71,12,0,6.48,45.22,1356.17
2835,289,95,39,351,8,28,29,32,295.34,0.06,27.84,21.45,8,0,14.44,81.52,247.21
2836,19,14,11,319,8,21,13,25,434.74,0.17,49.23,46.87,8,1,6.68,609.25,374.41
2837,195,54,8,359,10,15,58,33,112.51,0.05,12.69,66.04,1,1,2.59,841.66,1261.76
2838,330,78,37,5,10,10,63,39,382.3,0.06,47.1,324.77,7,1,5.17,521.39,946.37
2839,175,6,8,428,9,17,87,37,418.3,0.09,7.45,174.8,10,1,1.27,873.67,621.49
2840,354,78,12,489,9,7,47,38,416.92,0.28,5.56,74.92,16,2,3.68,407.75,1227.02
2841,141,81,15,157,8,11,79,38,393.43,0.24,32.73,213.19,4,2,9.54,921.27,531.65
2842,246,18,19,107,7,7,88,28,155.58,0.16,12.56,305.57,13,0,3.36,891.48,633.12
2843,93,20,48,228,10,11,87,15,263.37,0.17,22.22,56.89,17,2,13.84,632.25,43.45
2844,239,62,46,142,3,24,74,8,153.35,0.22,36.48,138.42,11,0,10.99,899.62,1137.4
2845,205,81,28,314,7,23,38,1,174.77,0.17,26.74,78.55,15,1,10.64,542.0,281.38
2846,48,80,7,172,4,24,69,10,154.1,0.07,0.69,258.9,16,2,7.26,111.98,287.64
2847,245,40,40,146,2,15,69,35,145.69,0.23,15.29,55.6,9,2,11.92,742.41,103.02
2848,320,39,7,7,8,19,95,48,348.24,0.06,3.23,312.66,16,2,3.62,646.6,944.93
2849,317,52,30,343,2,19,40,33,326.88,0.17,46.31,83.92,12,2,7.21,682.84,453.36
2850,295,32,18,353,1,24,1,16,106.11,0.27,39.73,24.38,9,0,14.91,50.96,396.62
2851,128,73,24,446,5,25,2,14,347.3,0.08,49.19,364.44,15,1,5.01,110.66,500.93
2852,344,27,6,301,10,10,29,5,149.08,0.23,44.26,133.95,17,1,6.67,997.95,859.42
2853,282,52,4,16,9,16,7,16,104.85,0.06,23.77,201.6,12,0,4.08,769.47,1429.13
2854,17,97,3,320,5,20,93,21,374.89,0.3,44.13,41.3,10,0,2.06,473.37,1355.96
2855,71,63,49,37,2,8,57,11,184.62,0.22,33.62,192.31,6,2,6.65,673.65,60.63
2856,269,74,47,499,10,1,55,50,286.83,0.29,26.23,89.8,6,1,3.03,834.67,470.38
2857,325,63,6,153,4,2,73,7,104.06,0.22,18.53,336.31,1,2,8.16,910.5,598.22
2858,282,17,26,265,8,29,36,8,308.78,0.11,34.05,285.79,2,2,11.54,859.96,28.28
2859,305,49,44,183,7,10,7,17,107.96,0.28,29.51,265.66,10,2,12.87,548.63,1403.91
2860,7,100,38,156,5,10,92,30,87.6,0.21,30.71,312.72,8,1,3.35,911.44,742.92
2861,314,81,11,137,4,10,10,14,196.33,0.19,19.99,118.19,18,2,13.62,791.36,878.47
2862,305,82,29,396,5,9,80,49,396.08,0.16,36.97,182.01,10,2,6.03,83.45,280.02
2863,103,23,20,402,7,18,74,44,92.38,0.12,4.07,35.54,9,2,7.27,111.87,508.83
2864,309,98,10,475,5,2,39,50,62.93,0.18,36.31,28.05,11,2,9.15,735.49,1108.95
2865,193,72,26,90,8,24,58,33,20.67,0.14,36.54,132.31,4,0,3.09,852.34,33.5
2866,241,13,48,440,7,5,90,24,210.9,0.26,25.8,329.28,5,0,12.78,448.54,241.42
2867,62,23,27,218,7,21,98,7,144.6,0.06,13.16,239.47,7,2,12.05,766.73,81.89
2868,17,57,50,330,9,11,98,38,149.59,0.18,25.96,170.38,17,2,7.62,748.89,677.33
2869,171,62,14,186,8,6,40,15,491.06,0.26,6.15,386.83,9,2,5.45,478.36,281.81
2870,25,54,36,381,8,8,14,50,101.09,0.06,14.26,177.43,15,2,7.96,410.28,747.1
2871,251,20,12,209,6,8,82,43,231.92,0.12,21.06,188.08,6,2,10.16,83.83,1084.62
2872,253,86,23,51,7,25,1,25,493.25,0.06,33.66,397.02,5,2,10.8,980.32,434.3
2873,207,52,21,288,8,10,17,17,20.16,0.2,9.36,53.41,13,2,7.13,212.24,580.77
2874,29,23,8,88,5,11,49,33,349.85,0.13,7.91,102.99,17,1,1.37,157.75,142.36
2875,117,35,39,491,10,19,86,2,188.69,0.29,30.39,181.87,1,1,10.98,90.05,1066.0
2876,282,67,9,432,2,25,16,39,453.52,0.2,33.98,228.95,18,0,5.48,515.32,679.51
2877,144,34,24,136,7,14,7,10,456.41,0.19,4.18,60.08,14,0,13.3,76.86,814.21
2878,25,33,31,158,10,11,15,14,196.67,0.28,1.66,132.2,12,2,6.9,878.89,464.16
2879,310,46,25,282,3,3,21,12,114.62,0.11,7.36,88.89,4,1,12.14,209.53,596.44
2880,156,81,17,408,10,1,66,17,216.86,0.19,45.05,340.11,8,2,6.14,917.98,248.89
2881,73,45,42,155,8,28,59,14,482.83,0.19,33.63,334.01,6,1,6.19,859.25,72.32
2882,120,19,29,463,6,27,48,10,144.29,0.07,46.05,96.7,17,1,11.68,49.47,945.97
2883,312,94,3,220,4,21,89,44,490.75,0.28,33.24,174.54,1,2,8.55,580.05,101.33
2884,321,87,21,459,2,23,73,39,410.6,0.23,48.26,261.01,7,1,4.59,190.44,813.9
2885,93,15,8,167,7,3,84,40,137.39,0.27,21.95,20.22,6,0,12.75,144.84,94.88
2886,86,78,14,322,1,9,50,29,396.58,0.3,29.95,353.56,17,2,9.82,520.55,1120.79
2887,336,66,39,179,7,1,10,45,29.65,0.17,30.06,204.9,17,1,9.88,199.01,105.15
2888,364,39,16,329,10,22,52,6,276.29,0.25,0.16,91.39,14,2,11.97,457.17,1428.29
2889,118,18,18,50,10,12,85,40,181.89,0.19,1.37,159.31,2,1,9.83,62.17,695.29
2890,233,70,31,301,7,12,68,31,216.33,0.29,7.26,360.77,16,2,4.61,475.86,415.84
2891,199,59,11,87,10,6,30,37,239.06,0.11,25.56,10.89,13,0,1.14,178.69,258.14
2892,206,32,38,33,3,30,34,9,253.84,0.05,21.53,57.97,16,1,12.04,124.77,750.07
2893,339,21,20,275,4,29,94,43,329.92,0.1,26.99,77.9,13,0,14.4,92.7,895.67
2894,147,40,46,141,4,8,78,45,349.9,0.08,40.02,24.98,11,1,11.07,641.73,93.46
2895,271,92,45,206,4,29,86,33,487.97,0.16,41.11,90.88,1,2,12.57,73.96,1400.31
2896,139,27,4,224,9,3,65,7,382.58,0.07,48.85,327.05,13,1,13.09,586.37,600.17
2897,181,2,20,113,6,28,60,38,345.46,0.11,27.88,211.3,12,1,4.54,87.92,1186.74
2898,30,97,31,278,10,21,8,8,199.27,0.07,17.36,242.57,5,1,6.0,497.24,549.78
2899,57,80,20,404,9,11,75,34,63.31,0.17,15.4,63.2,15,2,11.28,237.44,630.19
2900,232,39,11,353,4,26,65,17,34.1,0.12,17.04,112.05,3,1,7.15,150.13,108.45
2901,146,86,50,5,7,11,69,17,241.45,0.17,16.19,367.08,4,0,9.92,960.84,572.7
2902,48,56,1,382,10,5,57,30,335.79,0.07,19.65,84.97,15,0,4.77,354.94,413.43
2903,194,13,44,212,9,24,45,18,326.83,0.18,3.74,362.79,15,1,11.01,330.91,1180.91
2904,224,56,18,256,10,7,49,39,476.67,0.08,31.67,265.62,14,2,9.32,972.18,337.9
2905,136,66,39,334,3,19,74,15,194.3,0.07,28.4,201.61,9,1,14.41,756.75,1446.39
2906,22,78,44,475,3,7,62,45,315.75,0.13,23.1,70.41,6,2,13.93,600.23,1099.32
2907,6,56,33,474,6,10,39,20,444.5,0.27,4.06,269.77,11,0,8.86,204.67,867.92
2908,204,28,36,416,8,8,77,25,205.02,0.25,4.66,354.67,16,1,4.52,628.3,663.37
2909,239,64,18,30,1,21,21,14,241.48,0.29,27.26,64.75,13,1,6.45,795.7,974.74
2910,185,71,47,347,4,27,100,27,461.87,0.17,1.83,3.47,11,1,11.33,866.23,1438.48
2911,360,82,31,410,8,21,53,47,277.37,0.13,36.24,296.28,2,0,6.9,867.23,1479.73
2912,292,64,35,82,6,30,45,35,400.81,0.29,49.69,240.58,18,0,12.51,102.45,65.63
2913,335,56,39,493,2,14,97,28,468.13,0.15,29.87,201.73,9,0,4.34,287.58,806.15
2914,220,41,38,471,8,27,28,6,287.67,0.05,36.17,182.96,15,2,11.8,486.15,742.17
2915,116,100,15,236,1,1,53,41,59.05,0.26,21.95,199.54,14,1,11.99,479.55,1276.62
2916,313,41,47,495,1,13,9,31,411.74,0.09,33.37,150.46,10,2,3.58,491.75,1307.67
2917,49,100,6,344,7,24,75,14,409.8,0.23,32.59,33.85,7,1,2.24,938.23,973.89
2918,173,4,8,388,10,29,93,16,61.92,0.05,41.2,310.51,4,2,9.42,404.25,819.52
2919,82,57,40,361,3,6,71,49,276.32,0.08,35.57,187.67,15,2,11.84,816.23,90.86
2920,322,30,22,323,8,6,61,44,246.11,0.17,37.45,330.16,18,0,14.13,481.7,1253.71
2921,333,88,1,253,9,21,27,36,424.35,0.07,27.83,392.91,12,2,10.55,441.11,173.58
2922,45,84,13,118,8,5,22,5,140.94,0.27,24.23,69.53,6,2,10.56,944.36,1139.45
2923,335,46,24,427,1,30,95,32,216.01,0.24,22.94,317.6,6,2,7.07,305.99,615.52
2924,20,56,21,30,1,3,30,11,304.37,0.13,19.6,391.03,12,2,5.44,307.31,818.49
2925,221,31,45,111,6,12,92,22,261.04,0.2,13.3,290.05,5,2,6.91,845.52,256.04
2926,123,88,43,400,1,15,84,43,477.74,0.23,1.67,99.14,9,1,10.75,452.02,115.73
2927,234,7,4,254,8,3,15,40,480.53,0.24,33.55,358.7,2,2,14.77,613.93,1309.88
2928,221,90,7,199,6,16,15,28,45.38,0.15,45.05,317.5,12,2,10.6,76.25,229.42
2929,323,77,12,295,5,18,53,50,152.43,0.27,46.52,180.27,11,1,9.11,528.48,314.46
2930,339,54,13,342,6,9,76,6,8.73,0.29,29.03,229.45,3,0,6.76,548.79,68.97
2931,3,8,44,297,4,8,81,39,211.84,0.1,4.71,289.05,9,0,6.43,630.06,492.81
2932,182,55,16,287,1,11,23,6,332.76,0.28,43.93,50.68,8,0,7.05,94.08,533.63
2933,206,69,6,433,7,3,70,46,238.29,0.23,37.39,370.87,2,1,7.91,863.59,623.83
2934,320,44,14,397,10,5,16,20,38.26,0.27,12.57,394.99,5,2,7.06,425.88,853.34
2935,40,13,48,489,9,10,91,38,102.0,0.16,40.18,132.88,16,2,13.24,303.14,1236.49
2936,59,93,31,425,4,5,87,4,90.78,0.22,23.6,286.32,9,1,1.24,580.18,893.19
2937,62,20,36,244,4,8,65,25,258.01,0.11,44.38,169.1,8,1,8.88,547.85,1031.24
2938,132,78,37,221,9,6,45,13,340.45,0.24,12.38,12.07,4,1,12.82,194.89,865.82
2939,60,32,41,156,4,23,7,49,161.58,0.2,40.05,383.53,14,0,7.1,312.21,1242.26
2940,331,60,35,383,10,21,45,12,69.58,0.17,35.6,57.79,12,0,13.19,694.82,669.04
2941,122,50,10,236,4,16,39,9,400.31,0.22,0.72,30.9,19,0,9.38,218.85,500.43
