PAYROLL_ID,EMPLOYEE_ID,SALARY,NET_PAY,DEDUCTION_PERCENTAGE,PAY_FREQUENCY,LAST_PAY_DATE,TAX_DEDUCTION
390,98,117897.37,80025.53,5.91,Monthly,2025-03-23,2107.35
391,499,88701.45,20536.95,25.12,Monthly,2025-03-21,6059.9
392,702,71300.75,57429.76,15.91,Monthly,2025-03-05,4478.7
393,481,65585.69,54775.43,27.89,Monthly,2025-02-13,4321.46
394,814,49552.15,82319.95,10.05,Biweekly,2025-03-20,4241.1
395,862,74768.84,38257.48,19.46,Biweekly,2025-03-06,5841.91
396,408,99902.94,78471.84,11.83,Monthly,2025-03-25,3896.21
397,64,118882.06,62087.48,8.0,Biweekly,2025-03-30,9903.23
398,461,95417.92,96104.14,21.1,Biweekly,2025-03-20,7911.93
399,443,61836.78,25708.74,6.78,Biweekly,2025-03-09,7340.04
400,689,32058.11,61699.74,26.71,Monthly,2025-03-20,4644.83
401,748,55102.34,51990.91,17.84,Biweekly,2025-02-09,9489.55
402,284,104267.15,46005.45,19.17,Monthly,2025-03-24,9087.37
403,942,109678.32,62558.2,18.76,Biweekly,2025-02-24,4980.41
404,446,77533.16,74721.28,24.91,Monthly,2025-02-21,2252.17
405,934,118607.29,99638.14,6.73,Monthly,2025-03-26,6593.8
406,25,63288.15,64717.76,27.84,Biweekly,2025-03-16,4809.7
407,260,50693.17,92667.78,9.2,Monthly,2025-03-09,7180.39
408,314,114944.75,96103.81,6.52,Biweekly,2025-02-22,7685.61
409,19,47971.65,32903.46,15.46,Biweekly,2025-02-03,9666.39
410,890,98153.16,51326.11,21.77,Biweekly,2025-03-26,7208.75
411,776,70949.98,47453.37,12.77,Monthly,2025-01-30,2364.53
412,539,92120.65,46259.49,6.72,Biweekly,2025-01-30,3219.55
413,613,63245.87,26199.91,15.16,Monthly,2025-03-16,6721.65
414,13,39703.13,66877.55,10.73,Biweekly,2025-02-22,5290.93
415,272,71175.47,83475.3,20.91,Biweekly,2025-03-19,6228.95
416,832,77904.22,90437.18,7.54,Monthly,2025-03-28,5958.68
417,198,83500.15,75423.57,18.63,Biweekly,2025-02-26,6938.9
418,553,93014.46,57950.28,13.69,Monthly,2025-03-30,8673.13
419,802,45489.87,97677.39,13.55,Monthly,2025-03-27,8318.38
420,801,118775.99,44193.92,19.91,Biweekly,2025-03-30,8973.23
421,327,75585.79,57641.2,6.22,Monthly,2025-02-27,6760.47
422,244,70891.43,40706.57,12.57,Biweekly,2025-02-25,3194.38
423,76,78112.11,41124.21,20.13,Biweekly,2025-03-01,4501.53
424,339,38641.79,71119.72,22.67,Monthly,2025-03-15,2838.09
425,498,47316.44,50572.46,16.79,Monthly,2025-02-23,3411.87
426,928,95790.48,79688.91,29.89,Biweekly,2025-03-01,5055.44
427,234,114471.39,39722.16,22.59,Biweekly,2025-02-25,2081.94
428,728,114648.68,95614.45,29.29,Monthly,2025-02-09,3486.68
429,27,101375.89,35491.51,22.41,Monthly,2025-02-03,5119.61
430,388,69430.95,48068.24,24.41,Biweekly,2025-03-14,6030.36
431,753,110855.58,52735.54,23.95,Monthly,2025-03-10,7176.78
432,402,92899.0,46662.45,19.09,Biweekly,2025-03-27,6426.11
433,155,56489.76,78071.2,25.71,Biweekly,2025-02-15,9718.41
434,80,36145.31,22296.68,18.06,Monthly,2025-03-12,4989.09
435,21,45155.06,74921.29,7.32,Monthly,2025-02-12,8532.42
436,779,40354.36,52974.23,9.71,Monthly,2025-03-08,4802.25
437,660,112204.67,57144.75,9.97,Monthly,2025-03-04,5643.64
438,979,60986.17,93143.17,24.54,Monthly,2025-02-26,5780.79
439,356,60364.62,24614.38,13.98,Biweekly,2025-02-21,6915.89
440,425,59940.12,52196.12,7.93,Monthly,2025-02-27,9708.62
441,578,49216.67,72579.62,6.82,Monthly,2025-03-14,3219.55
442,131,116520.39,73849.84,18.83,Biweekly,2025-03-05,9801.09
443,749,68013.7,78061.36,26.92,Biweekly,2025-03-26,2995.95
444,958,112242.31,29697.63,26.73,Monthly,2025-02-09,3641.85
445,107,84471.33,57312.03,11.95,Biweekly,2025-03-08,8561.01
446,211,89239.02,75494.92,17.76,Biweekly,2025-02-02,6625.32
447,153,80081.97,65372.76,28.29,Biweekly,2025-02-24,7394.15
448,270,111521.87,23346.05,7.9,Biweekly,2025-02-23,6087.26
449,335,59524.7,97166.97,20.52,Biweekly,2025-03-04,7726.21
450,226,80448.1,63650.02,14.01,Monthly,2025-03-27,5845.6
451,824,88246.19,70373.72,7.13,Biweekly,2025-03-21,8950.8
452,522,45819.99,48422.35,12.63,Biweekly,2025-02-19,7577.22
453,694,111359.17,95550.89,16.76,Monthly,2025-03-30,7057.29
454,369,46879.8,44064.69,26.11,Monthly,2025-03-21,9944.8
455,852,55999.05,74715.49,15.01,Biweekly,2025-03-02,5935.95
456,5,91060.25,48312.99,20.08,Biweekly,2025-03-26,2458.59
457,845,103125.11,43911.97,21.41,Biweekly,2025-02-04,2777.82
458,400,81221.59,81808.21,22.56,Monthly,2025-03-15,7762.71
459,67,74578.03,46746.71,14.17,Biweekly,2025-03-29,2389.89
460,329,108056.02,29023.69,24.57,Biweekly,2025-03-26,7887.35
461,915,41110.32,42784.92,9.41,Monthly,2025-03-12,3297.68
462,772,58824.9,29936.82,25.98,Monthly,2025-03-06,2010.46
463,561,64323.13,81064.4,13.94,Monthly,2025-03-20,3067.52
464,733,98329.07,46071.56,22.6,Biweekly,2025-03-01,4640.35
465,114,65532.87,58809.32,27.65,Biweekly,2025-03-14,6446.43
466,225,64231.25,98743.9,13.81,Biweekly,2025-03-20,8130.68
467,448,58510.15,72595.82,23.93,Biweekly,2025-02-20,7357.67
468,39,110382.83,64428.84,28.94,Biweekly,2025-03-19,3593.25
469,880,59131.81,25891.91,6.14,Biweekly,2025-03-03,9925.65
470,863,87911.87,26537.66,23.62,Biweekly,2025-03-11,6148.64
471,258,30130.6,92445.34,24.96,Monthly,2025-03-24,5890.0
472,108,31153.22,37387.31,16.99,Monthly,2025-02-05,4233.78
473,157,53570.23,43982.21,19.02,Monthly,2025-03-07,3289.42
474,931,100141.85,96874.18,5.91,Monthly,2025-03-17,9000.14
475,459,113278.87,97634.01,21.19,Monthly,2025-03-22,2079.39
476,132,110405.29,31532.84,8.73,Monthly,2025-03-01,5415.53
477,527,102674.62,20377.03,29.92,Biweekly,2025-02-20,6356.18
478,910,75233.47,55341.89,18.15,Monthly,2025-02-28,2325.16
479,950,80789.0,66872.57,11.46,Monthly,2025-02-02,3527.67
480,79,116388.86,69082.22,17.04,Monthly,2025-03-18,2459.38
481,721,56787.09,91415.38,15.66,Monthly,2025-02-19,9896.58
482,670,98850.97,47263.38,13.98,Monthly,2025-02-04,7648.21
483,891,57947.37,29241.29,13.02,Biweekly,2025-03-13,7650.99
484,982,63442.45,73493.51,7.5,Monthly,2025-02-08,8573.92
485,683,119889.51,49736.4,11.67,Biweekly,2025-03-16,8476.11
486,247,102688.04,61279.27,6.46,Monthly,2025-03-16,3039.27
487,129,101781.31,74590.61,8.31,Monthly,2025-03-08,9182.92
488,47,35773.81,85175.01,17.31,Biweekly,2025-02-08,3098.8
489,551,62697.83,25818.56,18.09,Biweekly,2025-02-17,9485.18
490,497,41340.95,60940.47,20.17,Monthly,2025-03-01,2273.83
491,925,62524.81,81915.16,15.24,Biweekly,2025-02-01,7322.04
492,117,89423.25,71825.46,7.31,Monthly,2025-01-30,3021.08
493,963,110173.92,85087.22,16.05,Monthly,2025-03-18,8534.69
494,933,47031.86,68941.98,11.89,Biweekly,2025-03-20,5304.17
495,983,94027.36,48941.99,20.82,Monthly,2025-03-22,5573.55
496,493,106953.1,48982.3,15.3,Biweekly,2025-02-20,5355.76
497,231,115735.71,85036.45,24.16,Monthly,2025-03-08,5963.73
498,589,118207.35,57700.91,12.06,Monthly,2025-03-27,2272.85
499,30,42148.47,22163.95,14.86,Biweekly,2025-02-14,8150.76
500,878,103315.99,84069.77,21.63,Monthly,2025-02-13,9553.73
501,702,71852.34,32430.92,10.35,Biweekly,2025-02-17,6786.94
502,502,107675.25,70445.74,6.84,Biweekly,2025-02-18,4427.48
503,741,108681.22,84620.49,21.08,Biweekly,2025-03-19,3453.04
504,21,32863.08,67609.09,17.3,Monthly,2025-03-02,4951.75
505,327,106385.49,50909.47,6.17,Biweekly,2025-02-26,7183.41
506,791,78637.54,37796.97,15.94,Monthly,2025-01-31,5172.3
507,240,43943.46,23017.76,11.14,Monthly,2025-02-21,8463.7
508,283,73379.57,43195.51,9.83,Monthly,2025-02-17,9519.14
509,922,30499.53,25178.28,14.83,Monthly,2025-03-10,3894.44
510,768,79302.12,81544.84,18.62,Monthly,2025-03-27,3345.4
511,532,102078.77,20941.36,28.91,Biweekly,2025-03-28,5308.65
512,580,35079.94,40859.9,12.85,Monthly,2025-03-29,7240.43
513,465,118946.59,30581.47,15.08,Biweekly,2025-03-04,7890.06
514,625,77545.37,70521.44,7.98,Monthly,2025-02-11,3847.66
515,123,76274.1,37999.0,24.46,Monthly,2025-03-24,3929.72
516,853,45565.78,23419.12,19.48,Monthly,2025-03-03,6350.9
517,918,110686.76,91678.54,10.21,Biweekly,2025-02-03,4852.18
518,554,77174.24,30881.61,22.65,Monthly,2025-02-17,4393.42
519,237,111973.37,63595.96,10.64,Monthly,2025-02-20,6169.27
520,594,82375.16,48034.64,11.25,Biweekly,2025-02-07,8674.28
521,221,112556.55,70260.07,12.56,Monthly,2025-02-12,6109.66
522,292,96717.14,70236.36,20.15,Monthly,2025-03-09,9282.88
523,478,78252.15,26033.08,8.36,Monthly,2025-03-01,2983.86
524,253,111211.67,38195.94,25.78,Biweekly,2025-02-17,9184.62
525,861,46431.06,32105.68,17.81,Monthly,2025-02-14,9549.54
526,57,83849.45,77139.13,21.79,Monthly,2025-03-15,9231.4
527,827,48018.34,30772.91,13.9,Biweekly,2025-02-22,3364.11
528,425,48879.61,84407.66,24.49,Biweekly,2025-03-01,3816.77
529,479,109871.33,36299.67,22.47,Biweekly,2025-03-03,6982.8
530,517,103518.66,61243.36,24.11,Monthly,2025-02-10,9133.25
531,432,75443.53,43433.16,20.35,Monthly,2025-02-26,2091.36
532,475,62475.6,44946.39,17.99,Biweekly,2025-03-14,8396.81
533,86,60708.64,97403.53,24.61,Monthly,2025-02-14,6617.57
534,874,103802.67,30533.02,24.49,Biweekly,2025-02-24,4765.44
535,303,46519.02,87640.97,18.74,Monthly,2025-03-28,7692.04
536,593,51471.31,70078.67,11.31,Monthly,2025-02-04,6127.91
537,431,101845.39,20650.31,8.08,Monthly,2025-02-17,3391.91
538,404,104740.27,91887.51,5.92,Monthly,2025-02-12,2527.12
539,61,31060.67,21186.74,26.43,Monthly,2025-02-11,5705.36
540,838,32326.14,97394.08,13.43,Biweekly,2025-02-22,6564.88
541,274,43731.56,52626.81,24.14,Monthly,2025-02-25,4919.74
542,624,61247.36,52818.67,9.07,Biweekly,2025-03-17,4447.12
543,717,41321.25,25498.72,11.58,Biweekly,2025-03-18,4774.37
544,622,100053.19,51433.24,10.88,Monthly,2025-02-06,9366.88
545,804,56329.35,82660.29,11.86,Monthly,2025-02-27,2210.43
546,437,84120.14,69811.66,19.23,Biweekly,2025-03-12,5148.64
547,178,113941.59,68373.54,10.4,Monthly,2025-03-30,7944.9
548,878,88521.58,57528.77,10.38,Biweekly,2025-03-03,3872.78
549,95,116621.04,81595.98,9.19,Monthly,2025-02-02,5025.33
550,486,98471.9,24438.01,7.68,Biweekly,2025-03-27,6240.86
551,283,83619.59,63483.85,10.54,Biweekly,2025-02-22,9573.45
552,666,31617.4,77661.53,22.75,Biweekly,2025-03-05,6546.11
553,921,45265.41,37535.52,26.59,Biweekly,2025-03-01,8367.83
554,56,63918.3,91993.48,22.27,Biweekly,2025-03-06,3964.52
555,581,74403.43,77955.35,21.24,Monthly,2025-03-04,5040.18
556,545,46531.68,50029.19,12.13,Biweekly,2025-03-14,3091.45
557,79,56770.41,46427.83,18.77,Monthly,2025-02-03,6711.22
558,865,114055.64,67397.88,7.71,Monthly,2025-02-13,8231.54
559,504,51359.5,20850.02,12.94,Monthly,2025-02-02,3964.74
560,238,47558.83,50554.72,25.61,Monthly,2025-02-02,4600.48
561,140,98253.8,40093.04,6.99,Biweekly,2025-03-10,8968.26
562,191,101020.63,61712.33,7.65,Biweekly,2025-02-10,2036.22
563,248,97450.32,78924.07,14.04,Biweekly,2025-03-16,6730.43
564,725,88599.4,20224.48,17.09,Biweekly,2025-02-23,6147.17
565,957,97362.62,96564.37,18.0,Monthly,2025-02-06,7230.78
566,258,109248.83,87760.25,18.69,Monthly,2025-02-17,5633.23
567,407,30284.28,69291.93,29.6,Biweekly,2025-03-11,4237.36
568,629,54397.0,38226.88,22.35,Biweekly,2025-03-01,5723.07
569,155,102841.8,27613.77,24.29,Biweekly,2025-02-24,4322.25
570,909,77936.97,60696.67,7.83,Monthly,2025-03-05,2863.2
571,52,101455.72,55741.43,7.8,Biweekly,2025-03-25,3460.3
572,616,94204.12,88367.07,27.3,Monthly,2025-02-25,5287.81
573,670,73462.45,53550.52,19.22,Biweekly,2025-03-16,5911.61
574,200,110726.49,36525.4,16.62,Biweekly,2025-03-09,7502.84
575,980,89252.78,70505.65,7.42,Biweekly,2025-02-09,7191.28
576,978,40248.61,76482.52,22.25,Biweekly,2025-02-14,5526.82
577,901,113587.21,72762.53,7.36,Monthly,2025-02-09,7694.83
578,913,119723.35,37948.55,10.16,Monthly,2025-03-24,8934.81
579,599,85513.18,63769.66,24.17,Biweekly,2025-03-25,5205.18
580,615,77001.4,36771.92,17.98,Monthly,2025-02-23,4962.47
581,691,32938.91,31651.63,18.19,Monthly,2025-03-28,9986.34
582,17,100014.66,68472.73,21.14,Biweekly,2025-02-08,4909.5
583,24,90963.01,82562.59,25.05,Biweekly,2025-02-13,8734.68
584,274,106709.21,94667.79,5.35,Monthly,2025-03-17,7273.36
585,345,61108.61,78348.94,18.1,Monthly,2025-01-31,7241.9
586,523,83947.11,24969.83,26.57,Monthly,2025-03-11,6640.84
587,49,37339.33,45647.85,20.69,Biweekly,2025-03-02,9066.54
588,281,71809.43,37516.92,17.86,Monthly,2025-02-01,2734.19
589,342,115735.32,41906.22,17.94,Biweekly,2025-03-13,4962.91
590,269,73247.04,90608.62,7.15,Biweekly,2025-03-10,4821.43
591,199,115999.87,21862.74,18.64,Biweekly,2025-02-09,2234.82
592,870,111656.25,68205.07,24.31,Monthly,2025-02-13,4204.54
593,516,78634.08,25999.12,8.31,Monthly,2025-02-15,8722.29
594,379,47095.93,68572.8,28.43,Monthly,2025-02-13,2738.53
595,659,105662.69,45370.31,15.99,Monthly,2025-03-23,9972.92
596,160,40644.73,26010.88,5.12,Monthly,2025-02-21,6698.33
597,158,37353.98,47671.6,12.2,Monthly,2025-02-01,7798.15
598,945,61673.01,73316.8,8.72,Monthly,2025-03-06,9251.02
599,659,92250.51,44425.27,17.75,Biweekly,2025-03-08,4457.27
600,563,88196.92,65932.68,24.23,Monthly,2025-02-27,6172.14
601,715,113043.48,51527.49,11.16,Biweekly,2025-02-26,7441.03
602,881,50691.55,47142.67,19.47,Biweekly,2025-03-11,8409.54
603,553,118703.18,52635.63,25.56,Monthly,2025-03-25,7466.77
604,739,43626.29,89574.64,22.99,Biweekly,2025-03-05,9732.71
605,481,89007.64,39742.78,18.54,Monthly,2025-02-23,4020.51
606,672,87118.55,99487.89,22.89,Monthly,2025-01-30,9772.99
607,24,49565.76,92405.83,22.5,Monthly,2025-02-23,6842.92
608,624,34476.26,33181.23,14.04,Biweekly,2025-03-07,9195.32
609,691,84446.58,61460.33,15.85,Biweekly,2025-03-06,3288.72
610,932,30373.18,91991.21,13.86,Monthly,2025-03-02,4938.62
611,81,64927.61,40272.95,25.74,Monthly,2025-03-04,3742.21
612,598,116370.58,34786.21,18.32,Biweekly,2025-03-27,7171.65
613,342,77792.28,57865.97,19.79,Monthly,2025-03-03,2106.86
614,405,55442.56,39641.42,25.17,Biweekly,2025-02-03,3161.63
615,374,69849.03,80308.43,29.1,Monthly,2025-02-11,5297.57
616,548,36856.96,62206.64,14.36,Monthly,2025-03-10,6106.33
617,882,50694.07,44990.4,27.84,Biweekly,2025-02-19,5747.32
618,318,45581.74,59335.75,10.75,Monthly,2025-03-03,9687.33
619,547,83766.68,66746.89,5.15,Monthly,2025-03-12,9237.78
620,923,118392.77,82485.68,10.21,Biweekly,2025-01-30,8368.25
621,471,62091.43,65822.99,24.6,Biweekly,2025-03-19,6281.5
622,795,38906.14,68491.63,28.87,Monthly,2025-03-19,6413.32
623,588,93050.73,26592.48,18.89,Monthly,2025-03-18,4174.09
624,469,30357.3,34938.26,16.06,Monthly,2025-03-23,7496.84
625,490,102816.42,44684.68,29.89,Monthly,2025-03-29,7101.58
626,385,99217.16,66615.33,26.39,Monthly,2025-03-01,5591.65
627,921,104096.46,43951.7,19.98,Monthly,2025-02-20,5737.29
628,714,106672.49,31780.16,20.46,Monthly,2025-02-21,8267.58
629,571,99996.75,30201.17,11.64,Monthly,2025-02-12,7503.79
630,312,88942.28,64843.97,17.85,Monthly,2025-03-18,2492.56
631,477,44985.89,38830.9,29.46,Monthly,2025-03-10,2977.45
632,548,49342.21,40467.62,7.0,Monthly,2025-02-17,9061.4
633,501,45687.62,61256.79,26.03,Monthly,2025-03-26,5704.57
634,432,53522.57,21920.3,8.76,Monthly,2025-03-29,6130.49
635,307,36094.0,20397.37,15.7,Biweekly,2025-02-04,8069.52
636,665,104096.15,45935.1,9.06,Biweekly,2025-02-24,7593.73
637,876,69548.42,99190.4,12.29,Monthly,2025-03-10,4576.54
638,544,103551.76,49011.93,26.16,Biweekly,2025-02-02,7444.24
639,115,98929.22,67927.12,16.26,Biweekly,2025-02-01,8501.26
640,557,44746.81,30495.45,8.98,Biweekly,2025-03-21,9524.69
641,643,103805.03,96575.47,11.06,Biweekly,2025-02-16,6179.65
642,189,80815.34,53293.71,14.5,Monthly,2025-02-22,7515.05
643,909,78442.97,62186.39,12.69,Biweekly,2025-03-09,9042.86
644,241,92096.81,95846.36,9.38,Monthly,2025-03-25,6751.28
645,916,63498.99,44304.83,29.26,Monthly,2025-03-07,8732.13
646,510,91600.21,46793.39,14.83,Biweekly,2025-02-12,7908.29
647,438,101384.92,21828.83,13.19,Monthly,2025-03-12,4837.14
648,933,32211.09,79567.85,26.7,Monthly,2025-03-25,8465.52
649,593,82066.08,57212.76,23.76,Biweekly,2025-01-31,5017.18
650,742,82181.26,94985.16,13.34,Biweekly,2025-02-16,5367.91
651,544,33362.13,40389.99,13.98,Monthly,2025-02-16,8027.77
652,690,56741.49,65303.42,24.4,Monthly,2025-02-13,7413.59
653,965,101129.31,72850.32,10.83,Biweekly,2025-02-05,4596.19
654,202,40845.33,50386.3,16.82,Biweekly,2025-03-25,2790.73
655,172,67079.52,67498.41,6.42,Biweekly,2025-03-14,9724.95
656,644,102941.24,70199.36,7.78,Biweekly,2025-03-07,7019.72
657,139,95773.4,30897.13,24.09,Monthly,2025-03-03,8593.46
658,524,73045.48,45579.74,10.89,Monthly,2025-02-01,2106.78
659,300,74559.57,52473.13,8.89,Monthly,2025-03-09,3207.58
660,254,90367.82,58187.16,28.61,Monthly,2025-02-09,5017.1
661,68,30420.45,83320.02,22.25,Biweekly,2025-03-15,2282.96
662,776,68862.86,63816.37,26.9,Monthly,2025-03-29,4922.79
663,305,95418.07,50903.41,7.95,Monthly,2025-02-02,9714.66
664,498,54310.17,26984.06,15.75,Monthly,2025-03-12,5916.16
665,665,91557.29,22428.81,21.84,Biweekly,2025-03-15,3106.7
666,796,112638.69,37428.65,25.9,Biweekly,2025-02-01,6591.36
667,671,55146.78,59120.66,18.41,Monthly,2025-02-05,8031.12
668,919,99642.67,26487.54,29.34,Monthly,2025-03-04,7334.6
669,301,66647.67,64826.73,16.53,Monthly,2025-02-09,6648.94
670,432,81378.42,41363.4,7.37,Biweekly,2025-02-15,5880.35
671,381,70608.96,93354.34,27.79,Biweekly,2025-02-02,6842.75
672,214,53436.69,95893.01,21.67,Biweekly,2025-02-04,2963.07
673,643,76852.7,51494.86,28.37,Biweekly,2025-02-19,7158.03
674,460,106308.04,67915.91,13.66,Monthly,2025-03-27,2709.5
675,690,33221.22,36721.77,29.19,Biweekly,2025-02-19,5945.77
676,419,71012.46,37910.75,9.83,Monthly,2025-02-23,4803.36
677,881,77148.02,72294.93,24.07,Monthly,2025-03-01,7043.28
678,575,47214.36,94897.64,8.55,Monthly,2025-03-30,2339.16
679,94,60359.93,68049.13,8.17,Biweekly,2025-02-02,9690.12
680,919,61963.53,52760.52,5.23,Monthly,2025-03-15,5177.99
681,7,75606.23,82023.36,29.82,Biweekly,2025-03-13,7178.12
682,858,72275.58,89130.23,28.3,Biweekly,2025-03-29,3323.88
683,746,55477.56,49827.13,15.39,Monthly,2025-03-17,8107.19
684,582,103402.77,44387.58,17.11,Biweekly,2025-02-14,9672.12
685,601,34656.07,87081.48,28.32,Biweekly,2025-02-10,5970.25
686,57,31333.41,80525.02,26.46,Biweekly,2025-03-08,5271.17
687,838,84997.26,34101.45,28.48,Monthly,2025-02-16,8724.3
688,471,47420.78,32108.65,25.42,Monthly,2025-02-06,2077.08
689,53,93416.02,66167.22,12.2,Biweekly,2025-03-24,7978.73
690,856,96545.48,44970.55,29.86,Biweekly,2025-02-17,7294.16
691,734,38981.09,66340.89,25.36,Biweekly,2025-02-22,2983.17
692,719,38882.3,83493.46,17.82,Biweekly,2025-02-21,8796.04
693,293,95970.27,55158.34,27.13,Monthly,2025-03-28,8599.15
694,229,74787.62,27397.04,6.54,Biweekly,2025-02-06,8081.0
695,295,118926.9,95657.23,10.78,Monthly,2025-03-28,4709.5
696,299,103071.39,68954.85,14.71,Biweekly,2025-02-14,5786.38
697,594,76969.42,44563.92,22.0,Monthly,2025-03-27,4753.32
698,280,87915.05,60344.96,21.39,Biweekly,2025-03-07,2846.99
699,905,46011.1,37301.07,5.08,Monthly,2025-03-30,3997.25
700,420,116594.35,53612.07,29.14,Monthly,2025-02-13,3589.13
701,761,99330.92,85455.62,6.17,Monthly,2025-02-09,3139.21
702,257,80799.62,20906.79,14.49,Monthly,2025-01-30,3686.76
703,105,104937.62,98181.54,9.9,Monthly,2025-03-03,4731.1
704,272,36770.77,74896.37,10.89,Biweekly,2025-02-20,6012.47
705,33,110254.28,83433.14,5.49,Biweekly,2025-02-01,2097.59
706,448,33558.15,27074.19,29.26,Biweekly,2025-03-17,4908.46
707,498,42711.83,99067.45,24.49,Biweekly,2025-02-07,2987.9
708,268,34586.83,95165.57,12.62,Biweekly,2025-02-14,5257.91
709,34,92739.4,43410.17,12.7,Biweekly,2025-02-15,7813.98
710,520,91831.82,98267.55,19.74,Biweekly,2025-03-11,8393.08
711,189,102215.49,75553.25,11.59,Monthly,2025-02-03,6393.91
712,123,37002.47,90658.42,22.9,Biweekly,2025-02-04,7435.46
713,340,33633.91,37713.76,29.07,Monthly,2025-03-25,2577.21
714,78,88541.63,45833.74,28.83,Biweekly,2025-02-11,2770.87
715,178,82602.55,99728.84,26.75,Monthly,2025-02-13,7511.82
716,160,36262.38,60204.44,10.19,Monthly,2025-03-20,6646.24
717,740,66088.51,49728.58,28.17,Biweekly,2025-02-21,4815.7
718,595,107319.83,86546.76,24.51,Monthly,2025-03-15,9109.42
719,70,66167.82,22040.98,22.6,Monthly,2025-03-14,7728.49
720,292,68103.07,65277.37,16.9,Monthly,2025-02-26,4642.85
721,312,98844.71,80283.78,23.17,Monthly,2025-02-16,3738.96
722,41,57400.43,51258.45,5.18,Monthly,2025-03-15,6268.33
723,526,79427.23,85614.04,13.26,Monthly,2025-02-04,8290.13
724,689,116209.9,48034.03,29.51,Biweekly,2025-03-01,7116.9
725,218,44840.0,67031.29,16.73,Monthly,2025-02-26,7073.58
726,151,90765.28,42569.4,20.34,Monthly,2025-03-25,4930.51
727,830,77878.56,76976.2,14.42,Monthly,2025-03-02,3815.43
728,996,113012.18,59124.18,5.19,Monthly,2025-03-18,2041.09
729,475,39252.68,45359.05,13.4,Biweekly,2025-03-23,3767.02
730,188,117046.54,85718.26,28.04,Biweekly,2025-03-22,4276.54
731,165,85393.44,35315.75,12.34,Biweekly,2025-03-14,5740.15
732,874,90279.6,57217.69,11.51,Biweekly,2025-02-15,4280.68
733,56,68482.62,30813.8,14.47,Monthly,2025-03-24,6965.81
734,619,90212.28,59097.88,23.53,Biweekly,2025-02-13,5186.8
735,571,37455.56,56309.92,26.79,Biweekly,2025-02-05,5965.79
736,746,41343.74,36419.4,25.53,Biweekly,2025-03-09,7457.06
737,322,73585.05,45413.96,29.13,Monthly,2025-02-17,2210.33
738,713,93529.83,37827.07,12.39,Monthly,2025-02-13,8601.25
739,655,47950.79,99993.33,5.05,Biweekly,2025-02-14,6952.12
740,562,99410.76,92980.9,29.41,Monthly,2025-03-21,2585.65
741,686,112070.25,97086.89,11.84,Monthly,2025-02-01,7554.22
742,399,92968.17,54015.48,29.02,Monthly,2025-02-06,7832.04
743,262,110372.63,26422.61,16.55,Monthly,2025-02-15,8786.71
744,841,72864.76,35746.12,7.04,Biweekly,2025-03-11,8027.08
745,502,118495.53,73841.12,19.84,Biweekly,2025-03-27,5146.16
746,652,105350.88,21920.98,29.46,Monthly,2025-03-24,9212.13
747,346,69825.54,70915.6,19.63,Monthly,2025-02-04,5411.11
748,929,97266.55,64738.47,29.46,Biweekly,2025-02-27,7263.13
749,227,70576.12,91978.89,5.11,Monthly,2025-02-24,9485.91
750,101,57357.22,46088.97,18.51,Biweekly,2025-03-11,9670.11
751,147,40161.33,61487.73,11.23,Biweekly,2025-03-11,3628.62
752,190,41909.12,48157.62,5.32,Biweekly,2025-03-06,9170.37
753,271,88313.69,98825.95,23.03,Biweekly,2025-03-19,3620.46
754,943,111701.26,46168.38,26.09,Biweekly,2025-03-27,7587.97
755,75,101996.27,98732.35,19.99,Biweekly,2025-03-02,4422.63
756,967,30924.18,30032.92,7.4,Monthly,2025-02-12,7355.62
757,295,71526.67,83150.13,11.98,Biweekly,2025-02-25,7390.53
758,348,58004.99,70440.54,5.31,Biweekly,2025-03-18,3371.23
759,904,56034.47,32528.44,10.91,Biweekly,2025-03-10,8079.31
760,575,48902.45,62030.91,24.81,Biweekly,2025-01-31,3850.97
761,210,104621.16,45466.18,29.56,Biweekly,2025-03-26,4389.66
762,894,52504.38,60517.27,11.45,Biweekly,2025-03-11,5786.31
763,655,78991.43,91935.61,10.26,Monthly,2025-01-31,5032.29
764,364,51914.01,96487.24,26.39,Monthly,2025-03-12,6872.32
765,138,61393.06,78000.12,25.86,Monthly,2025-02-24,7450.23
766,357,49352.39,91209.84,24.24,Monthly,2025-03-13,8956.49
767,287,87184.38,46420.39,13.48,Biweekly,2025-02-14,5564.11
768,424,104808.56,51825.08,21.9,Monthly,2025-02-23,8638.23
769,395,64010.78,70297.7,26.62,Monthly,2025-03-04,3224.75
770,78,65893.22,93819.44,19.9,Monthly,2025-02-16,9494.35
771,769,62332.2,57643.3,27.08,Biweekly,2025-03-06,4499.46
772,694,67577.01,70438.66,7.02,Monthly,2025-03-15,4959.57
773,126,47504.79,51644.69,19.33,Monthly,2025-02-20,6329.77
774,896,59170.24,80132.43,11.37,Biweekly,2025-03-14,2888.85
775,583,53045.03,37839.22,25.86,Monthly,2025-03-24,6930.2
776,161,88640.48,99026.95,20.99,Biweekly,2025-03-16,3164.18
777,525,100756.42,42035.93,19.73,Monthly,2025-02-23,5895.06
778,211,73496.52,45336.33,5.74,Monthly,2025-03-16,6593.23
779,521,50298.18,46567.1,20.62,Biweekly,2025-03-19,6563.68
780,747,73331.8,33027.5,23.69,Biweekly,2025-03-24,6878.3
781,818,118773.12,83965.13,24.58,Biweekly,2025-03-23,9637.37
